"","Treatment","Concentration_uM","plate","Rep1_tot","Rep2_tot","Rep3_tot","OR","Rep1","Rep2","Rep3","rep1_freq","rep2_freq","rep3_freq","freq_ave","freq_sd","DMSO_ave","DMSO_sd","DMSO_Normed","overall_sd","Odorant","CAS"
"167","DMSO",-999,"2-7",89241,70822,42522,"20_1",5848,3909,1583,0.0655304176331507,0.0551947135071023,0.037227787968581,0.052650973036278,0.0143217552405293,0.052650973036278,0.0143217552405293,1,0.384684637911418,"DMSO",NA
"168","DMSO",-999,"2-8",226016,162135,128218,"20_1",12196,16583,7199,0.0539607815375903,0.102278965059981,0.0561465628850863,0.0707954364942192,0.0272874300409202,0.0707954364942192,0.0272874300409202,1,0.545095214566938,"DMSO",NA
"169","DMSO",-999,"2-9",241969,122267,35390,"20_1",11753,12747,2198,0.0485723377788064,0.104255440961175,0.0621079400960723,0.0716452396120179,0.0290408687292103,0.0716452396120179,0.0290408687292103,1,0.573241022604616,"DMSO",NA
"170","DMSO",-999,"2-1",142476,101748,90028,"139_1",7424,5954,5588,0.0521070215334512,0.0585171207296458,0.0620695783534012,0.0575645735388327,0.00504912311304914,0.0575645735388327,0.00504912311304914,1,0.12404397263099,"DMSO",NA
"171","DMSO",-999,"2-10",202659,124499,119889,"139_1",23862,8810,9148,0.117744585732684,0.0707636205913301,0.0763039144542035,0.0882707069260725,0.025675004633921,0.0882707069260725,0.025675004633921,1,0.41134755834337,"DMSO",NA
"172","DMSO",-999,"2-11",156373,101679,93324,"139_1",9534,6238,5958,0.0609696047271588,0.0613499345980979,0.0638420984955638,0.0620538792736069,0.0015602751975259,0.0620538792736069,0.0015602751975259,1,0.0355588139082547,"DMSO",NA
"173","DMSO",-999,"2-12",158871,155880,68225,"139_1",7768,7644,4042,0.0488950154527887,0.0490377213240955,0.0592451447416636,0.0523926271728493,0.00593488323512841,0.0523926271728493,0.00593488323512841,1,0.160197967063747,"DMSO",NA
"174","DMSO",-999,"2-13",85453,113405,52133,"139_1",3899,5697,3221,0.0456274209214422,0.0502358802521935,0.0617842825082002,0.0525491945606119,0.00832313711292588,0.0525491945606119,0.00832313711292588,1,0.22399379257876,"DMSO",NA
"175","DMSO",-999,"2-2",100215,92258,87458,"139_1",7538,5761,7321,0.0752182806965025,0.0624444492618526,0.0837087516293535,0.0737904938625696,0.0107038110141431,0.0737904938625696,0.0107038110141431,1,0.205141257537485,"DMSO",NA
"176","DMSO",-999,"2-3",129226,72921,35994,"139_1",7019,4454,1355,0.0543156949839816,0.0610797986862495,0.037645163082736,0.051013552250989,0.0120612456421033,0.051013552250989,0.0120612456421033,1,0.334365603129416,"DMSO",NA
"177","DMSO",-999,"2-4",143029,56247,162,"139_1",9531,2553,10,0.0666368358864286,0.0453890874179956,0.0617283950617284,0.0579181061220509,0.0111245417926906,0.0579181061220509,0.0111245417926906,1,0.271633154669394,"DMSO",NA
"178","DMSO",-999,"2-5",150886,123561,85528,"139_1",11593,11094,4349,0.0768328406876715,0.0897856119649404,0.0508488448227481,0.0724890991584533,0.0198284902785315,0.0724890991584533,0.0198284902785315,1,0.386840507039357,"DMSO",NA
"179","DMSO",-999,"2-6",83055,54989,22321,"139_1",5294,2818,1740,0.0637408945879237,0.0512466129589554,0.0779534967071368,0.064313668084672,0.0133626517575536,0.064313668084672,0.0133626517575536,1,0.293835570378623,"DMSO",NA
"180","DMSO",-999,"2-7",89241,70822,42522,"139_1",4305,3825,2403,0.0482401586714627,0.0540086413826212,0.0565119232397347,0.0529202410979395,0.00424193159456887,0.0529202410979395,0.00424193159456887,1,0.113359218840214,"DMSO",NA
"181","DMSO",-999,"2-8",226016,162135,128218,"139_1",9440,9969,7441,0.0417669545518901,0.0614857988713109,0.0580339733890717,0.0537622422707576,0.0105306206077215,0.0537622422707576,0.0105306206077215,1,0.277007540136504,"DMSO",NA
"182","DMSO",-999,"2-9",241969,122267,35390,"139_1",15410,7672,2158,0.0636858440544037,0.0627479205345678,0.0609776773099746,0.062470480632982,0.0013752350537824,0.062470480632982,0.0013752350537824,1,0.0311327213237918,"DMSO",NA
"183","DMSO",-999,"2-1",142476,101748,90028,"131_1_2",3611,2702,1949,0.0253446194446784,0.0265558045366985,0.0216488203669969,0.0245164147827913,0.00255618184640767,0.0245164147827913,0.00255618184640767,1,0.147451699896148,"DMSO",NA
"184","DMSO",-999,"2-10",202659,124499,119889,"131_1_2",7123,2780,3497,0.0351477111798637,0.0223294966224628,0.0291686476657575,0.0288819518226947,0.00641391471643591,0.0288819518226947,0.00641391471643591,1,0.314059286421237,"DMSO",NA
"185","DMSO",-999,"2-11",156373,101679,93324,"131_1_2",4166,2422,3346,0.0266414278679823,0.0238200611729069,0.0358535853585359,0.028771691466475,0.00629324585018149,0.028771691466475,0.00629324585018149,1,0.309331609615139,"DMSO",NA
"186","DMSO",-999,"2-12",158871,155880,68225,"131_1_2",4766,6954,1585,0.0299991817260545,0.0446112394149346,0.0232319530963723,0.0326141247457871,0.0109268895903684,0.0326141247457871,0.0109268895903684,1,0.473811747937481,"DMSO",NA
"187","DMSO",-999,"2-13",85453,113405,52133,"131_1_2",2122,2717,1317,0.0248323639895615,0.0239583792601737,0.0252623098613162,0.0246843510370172,0.00066444685922928,0.0246843510370172,0.00066444685922928,1,0.0380674281608257,"DMSO",NA
"188","DMSO",-999,"2-2",100215,92258,87458,"131_1_2",2692,4022,1588,0.0268622461707329,0.0435951353812136,0.0181572869262961,0.0295382228260808,0.0129283282677542,0.0295382228260808,0.0129283282677542,1,0.618974854469785,"DMSO",NA
"189","DMSO",-999,"2-3",129226,72921,35994,"131_1_2",2513,1896,600,0.019446551003668,0.0260007405274201,0.0166694449074846,0.0207055788128576,0.00479136021969663,0.0207055788128576,0.00479136021969663,1,0.327255116418297,"DMSO",NA
"190","DMSO",-999,"2-4",143029,56247,162,"131_1_2",6115,8060,1,0.0427535674583476,0.143296531370562,0.00617283950617284,0.0640743127783608,0.0710046290982541,0.0640743127783608,0.0710046290982541,1,1.56717575433653,"DMSO",NA
"191","DMSO",-999,"2-5",150886,123561,85528,"131_1_2",3830,4611,2219,0.0253834020386252,0.0373176002136597,0.0259447198578243,0.0295485740367031,0.00673402518759881,0.0295485740367031,0.00673402518759881,1,0.322294731983853,"DMSO",NA
"192","DMSO",-999,"2-6",83055,54989,22321,"131_1_2",2858,1825,895,0.0344109325145988,0.0331884558729928,0.0400967698579813,0.0358987194151909,0.00368664250029443,0.0358987194151909,0.00368664250029443,1,0.145233587951642,"DMSO",NA
"193","DMSO",-999,"2-7",89241,70822,42522,"131_1_2",1379,1746,1668,0.0154525386313466,0.0246533563017142,0.039226753210103,0.0264442160477212,0.0119878565090507,0.0264442160477212,0.0119878565090507,1,0.641100088892332,"DMSO",NA
"194","DMSO",-999,"2-8",226016,162135,128218,"131_1_2",6751,3886,3589,0.0298695667563358,0.0239676812532766,0.0279913896644777,0.02727621255803,0.00301523993124848,0.02727621255803,0.00301523993124848,1,0.156333772348652,"DMSO",NA
"195","DMSO",-999,"2-9",241969,122267,35390,"131_1_2",7849,4190,734,0.032438039583583,0.0342692631699477,0.020740322124894,0.0291492082928083,0.00733964371713771,0.0291492082928083,0.00733964371713771,1,0.356092816775526,"DMSO",NA
"196","DMSO",-999,"2-1",142476,101748,90028,"134_1",2490,1557,1651,0.0174766276425503,0.0153025120886897,0.0183387390589594,0.0170392929300665,0.00156464526069196,0.0170392929300665,0.00156464526069196,1,0.12986117188401,"DMSO",NA
"197","DMSO",-999,"2-10",202659,124499,119889,"134_1",3018,1551,2501,0.0148920107175107,0.0124579313890071,0.0208609630574948,0.0160703017213376,0.00432365731443605,0.0160703017213376,0.00432365731443605,1,0.38048911085536,"DMSO",NA
"198","DMSO",-999,"2-11",156373,101679,93324,"134_1",2602,1335,1687,0.016639701227194,0.0131295547753223,0.0180768076807681,0.0159486878944281,0.00254498573613988,0.0159486878944281,0.00254498573613988,1,0.225670811788379,"DMSO",NA
"199","DMSO",-999,"2-12",158871,155880,68225,"134_1",3650,2247,932,0.0229746146244437,0.01441493456505,0.0136606815683401,0.0170167435859446,0.00517343163473738,0.0170167435859446,0.00517343163473738,1,0.42994931109491,"DMSO",NA
"200","DMSO",-999,"2-13",85453,113405,52133,"134_1",1603,2057,578,0.0187588498940938,0.0181385300471761,0.0110870274106612,0.0159948024506437,0.00426155969809487,0.0159948024506437,0.00426155969809487,1,0.376794620659152,"DMSO",NA
"201","DMSO",-999,"2-2",100215,92258,87458,"134_1",2103,2255,1416,0.0209848825026194,0.0244423247848425,0.0161906286446066,0.0205392786440228,0.00414385622298763,0.0205392786440228,0.00414385622298763,1,0.285321494130403,"DMSO",NA
"202","DMSO",-999,"2-3",129226,72921,35994,"134_1",2056,1405,1007,0.015910110968381,0.0192674263929458,0.027976885036395,0.0210514741325739,0.00622807184087321,0.0210514741325739,0.00622807184087321,1,0.41839462687167,"DMSO",NA
"203","DMSO",-999,"2-4",143029,56247,162,"134_1",3291,941,3,0.0230093197882947,0.0167297811438832,0.0185185185185185,0.0194192064835655,0.00323520949931369,0.0194192064835655,0.00323520949931369,1,0.235605772816709,"DMSO",NA
"204","DMSO",-999,"2-5",150886,123561,85528,"134_1",3245,1831,1553,0.0215063027716289,0.0148185916268078,0.0181577962772425,0.0181608968918931,0.00334385665056077,0.0181608968918931,0.00334385665056077,1,0.260390632357231,"DMSO",NA
"205","DMSO",-999,"2-6",83055,54989,22321,"134_1",2629,1200,436,0.0316537234362772,0.0218225463274473,0.0195331750369607,0.0243364816002284,0.00643947406950621,0.0243364816002284,0.00643947406950621,1,0.374203293361851,"DMSO",NA
"206","DMSO",-999,"2-7",89241,70822,42522,"134_1",1638,1379,597,0.0183547920798736,0.0194713507102313,0.0140397911669254,0.0172886446523434,0.00286844252531602,0.0172886446523434,0.00286844252531602,1,0.234639001712595,"DMSO",NA
"207","DMSO",-999,"2-8",226016,162135,128218,"134_1",4627,3489,1909,0.0204720019821606,0.0215191044499954,0.0148887051740005,0.0189599372020522,0.00356444996657429,0.0189599372020522,0.00356444996657429,1,0.265870790151355,"DMSO",NA
"208","DMSO",-999,"2-9",241969,122267,35390,"134_1",5391,1440,866,0.0222797135170208,0.0117775033328699,0.0244701893190167,0.0195091353896358,0.00678477315432801,0.0195091353896358,0.00678477315432801,1,0.491826932400754,"DMSO",NA
"209","DMSO",-999,"2-1",142476,101748,90028,"131_1",1794,1809,904,0.0125915943737893,0.0177792192475528,0.0100413204780735,0.0134707113664718,0.00394314650460704,0.0134707113664718,0.00394314650460704,1,0.413968580688243,"DMSO",NA
"210","DMSO",-999,"2-10",202659,124499,119889,"131_1",2661,2466,2652,0.0131304309209065,0.0198073880111487,0.0221204614268198,0.018352760119625,0.00466820295739289,0.018352760119625,0.00466820295739289,1,0.359718968221882,"DMSO",NA
"211","DMSO",-999,"2-11",156373,101679,93324,"131_1",3442,1874,3489,0.0220114725687938,0.0184305510479057,0.0373858814452874,0.0259426350206623,0.0100705842077663,0.0259426350206623,0.0100705842077663,1,0.548978804824575,"DMSO",NA
"212","DMSO",-999,"2-12",158871,155880,68225,"131_1",2779,2051,640,0.0174921791894052,0.0131575570952014,0.00938072554049102,0.0133434872750326,0.00405892197491526,0.0133434872750326,0.00405892197491526,1,0.430186081586032,"DMSO",NA
"213","DMSO",-999,"2-13",85453,113405,52133,"131_1",985,1802,1838,0.0115268042081612,0.0158899519421542,0.0352559798975697,0.0208909120159617,0.0126303462331626,0.0208909120159617,0.0126303462331626,1,0.85501326733649,"DMSO",NA
"214","DMSO",-999,"2-2",100215,92258,87458,"131_1",1190,1821,2104,0.0118744698897371,0.019738125690997,0.0240572617713645,0.0185566191173662,0.00617673642350163,0.0185566191173662,0.00617673642350163,1,0.470733616186853,"DMSO",NA
"215","DMSO",-999,"2-3",129226,72921,35994,"131_1",2095,1295,1185,0.0162119078204077,0.0177589446112917,0.032922153692282,0.0222976687079938,0.00923353083030062,0.0222976687079938,0.00923353083030062,1,0.58563003602793,"DMSO",NA
"216","DMSO",-999,"2-4",143029,56247,162,"131_1",2735,1084,6,0.0191219962385251,0.0192721389585222,0.037037037037037,0.0251437240780281,0.0103001847344982,0.0251437240780281,0.0103001847344982,1,0.579335857380202,"DMSO",NA
"217","DMSO",-999,"2-5",150886,123561,85528,"131_1",2022,1941,1677,0.0134008456715666,0.0157088401680142,0.0196076138808343,0.016239099906805,0.00313717618947854,0.016239099906805,0.00313717618947854,1,0.27320708291568,"DMSO",NA
"218","DMSO",-999,"2-6",83055,54989,22321,"131_1",1168,1504,284,0.0140629703208717,0.0273509247304006,0.0127234442901304,0.0180457797804676,0.00808627691840979,0.0180457797804676,0.00808627691840979,1,0.633706197584072,"DMSO",NA
"219","DMSO",-999,"2-7",89241,70822,42522,"131_1",1921,839,708,0.0215259802108896,0.0118466013385671,0.0166502045999718,0.0166742620498095,0.00483973428084232,0.0166742620498095,0.00483973428084232,1,0.410478007230755,"DMSO",NA
"220","DMSO",-999,"2-8",226016,162135,128218,"131_1",2642,3197,2040,0.0116894379158998,0.0197181361211336,0.0159104025955794,0.0157726588775376,0.00401612110332549,0.0157726588775376,0.00401612110332549,1,0.360094830970085,"DMSO",NA
"221","DMSO",-999,"2-9",241969,122267,35390,"131_1",3866,2600,692,0.0159772532845117,0.0212649365732373,0.0195535461994914,0.0189319120190801,0.00269809570459588,0.0189319120190801,0.00269809570459588,1,0.201547711302193,"DMSO",NA
"222","DMSO",-999,"2-1",142476,101748,90028,"136_1",1286,1478,2823,0.00902608158567057,0.0145260840507922,0.0313569111831875,0.0183030256065501,0.0116346660143316,0.0183030256065501,0.0116346660143316,1,0.89897172330135,"DMSO",NA
"223","DMSO",-999,"2-10",202659,124499,119889,"136_1",2762,1721,2347,0.0136288050370327,0.0138234042040498,0.0195764415417595,0.015676216927614,0.00337909473669216,0.015676216927614,0.00337909473669216,1,0.304841507822956,"DMSO",NA
"224","DMSO",-999,"2-11",156373,101679,93324,"136_1",2176,1597,1219,0.0139154457610969,0.0157062913679324,0.0130620204877631,0.0142279192055974,0.00134954505744212,0.0142279192055974,0.00134954505744212,1,0.134140832239009,"DMSO",NA
"225","DMSO",-999,"2-12",158871,155880,68225,"136_1",2487,2833,974,0.0156542100194497,0.0181742365922504,0.0142762916819348,0.016034912764545,0.00197666248157248,0.016034912764545,0.00197666248157248,1,0.174333526519387,"DMSO",NA
"226","DMSO",-999,"2-13",85453,113405,52133,"136_1",1393,1797,687,0.0163013586415925,0.0158458621753891,0.013177833617862,0.0151083514782812,0.0016873184834906,0.0151083514782812,0.0016873184834906,1,0.157941035911529,"DMSO",NA
"227","DMSO",-999,"2-2",100215,92258,87458,"136_1",1587,1234,1752,0.0158359527016914,0.0133755338290446,0.0200324727297674,0.0164146530868345,0.00336598863393991,0.0164146530868345,0.00336598863393991,1,0.289998622068321,"DMSO",NA
"228","DMSO",-999,"2-3",129226,72921,35994,"136_1",2406,1110,747,0.0186185442557999,0.0152219525239643,0.0207534589098183,0.0181979852298608,0.00278963136362317,0.0181979852298608,0.00278963136362317,1,0.216789631304004,"DMSO",NA
"229","DMSO",-999,"2-4",143029,56247,162,"136_1",2170,911,0,0.0151717483866908,0.0161964193645883,0,0.010456055917093,0.00906969220311631,0.010456055917093,0.00906969220311631,1,1.22670362724711,"DMSO",NA
"230","DMSO",-999,"2-5",150886,123561,85528,"136_1",4596,1770,1185,0.0304600824463502,0.0143249083448661,0.0138551117762604,0.0195467008558256,0.0094541842857684,0.0195467008558256,0.0094541842857684,1,0.684014951511548,"DMSO",NA
"231","DMSO",-999,"2-6",83055,54989,22321,"136_1",2017,825,215,0.0242851122749985,0.01500300060012,0.00963218493795081,0.0163067659376898,0.00741295642289809,0.0163067659376898,0.00741295642289809,1,0.642892867328937,"DMSO",NA
"232","DMSO",-999,"2-7",89241,70822,42522,"136_1",1415,732,555,0.0158559406550801,0.0103357713704781,0.0130520671652321,0.0130812597302634,0.00276020042516039,0.0130812597302634,0.00276020042516039,1,0.298404966847271,"DMSO",NA
"233","DMSO",-999,"2-8",226016,162135,128218,"136_1",4271,2117,1565,0.0188968922554155,0.0130570203842477,0.0122057745402362,0.0147198957266331,0.00364233851705631,0.0147198957266331,0.00364233851705631,1,0.349937569208117,"DMSO",NA
"234","DMSO",-999,"2-9",241969,122267,35390,"136_1",6288,1768,441,0.0259867999619786,0.0144601568698013,0.0124611472167279,0.0176360346828359,0.00730071711948704,0.0176360346828359,0.00730071711948704,1,0.585436202134285,"DMSO",NA
"235","DMSO",-999,"2-1",142476,101748,90028,"158_1",870,658,221,0.00610629158595132,0.0064669575814758,0.00245479184253788,0.00500934700332167,0.0022196472787804,0.00500934700332167,0.0022196472787804,1,0.626639616551676,"DMSO",NA
"236","DMSO",-999,"2-10",202659,124499,119889,"158_1",1388,331,238,0.0068489432988419,0.00265865589281842,0.00198516961522742,0.00383092293562924,0.00263528577693208,0.00383092293562924,0.00263528577693208,1,0.972835253824838,"DMSO",NA
"237","DMSO",-999,"2-11",156373,101679,93324,"158_1",818,842,454,0.00523108209217704,0.00828096263731941,0.00486477219150486,0.00612560564033377,0.00187555820335542,0.00612560564033377,0.00187555820335542,1,0.433008587875864,"DMSO",NA
"238","DMSO",-999,"2-12",158871,155880,68225,"158_1",393,1249,296,0.0024737050814812,0.00801257377469849,0.0043385855624771,0.0049416214728856,0.00281824516891403,0.0049416214728856,0.00281824516891403,1,0.806536996376483,"DMSO",NA
"239","DMSO",-999,"2-13",85453,113405,52133,"158_1",150,344,191,0.00175535089464384,0.00303337595344121,0.00366370628968216,0.00281747771258907,0.000972324079844396,0.00281747771258907,0.000972324079844396,1,0.488051385320201,"DMSO",NA
"240","DMSO",-999,"2-2",100215,92258,87458,"158_1",331,408,211,0.00330289876764955,0.00442238071495155,0.00241258661300281,0.00337928869853464,0.00100707231578097,0.00337928869853464,0.00100707231578097,1,0.421454174035357,"DMSO",NA
"241","DMSO",-999,"2-3",129226,72921,35994,"158_1",230,252,155,0.0017798275888753,0.00345579462706216,0.00430627326776685,0.00318063182790144,0.00128550296251269,0.00318063182790144,0.00128550296251269,1,0.571576913778082,"DMSO",NA
"242","DMSO",-999,"2-4",143029,56247,162,"158_1",512,131,1,0.00357969362856484,0.00232901310292104,0.00617283950617284,0.00402718207921957,0.00196059551914359,0.00402718207921957,0.00196059551914359,1,0.688496501761875,"DMSO",NA
"243","DMSO",-999,"2-5",150886,123561,85528,"158_1",453,250,170,0.00300226661187917,0.00202329213910538,0.00198765316621457,0.00233773730573304,0.000575775071657733,0.00233773730573304,0.000575775071657733,1,0.348314976716076,"DMSO",NA
"244","DMSO",-999,"2-6",83055,54989,22321,"158_1",210,349,40,0.00252844500632111,0.00634672389023259,0.00179203440706062,0.00355573443453811,0.00244495229994864,0.00355573443453811,0.00244495229994864,1,0.97242490000292,"DMSO",NA
"245","DMSO",-999,"2-7",89241,70822,42522,"158_1",789,587,80,0.00884122768682556,0.00828838496512383,0.00188137905084427,0.00633699723426455,0.00386856676510226,0.00633699723426455,0.00386856676510226,1,0.863339430948697,"DMSO",NA
"246","DMSO",-999,"2-8",226016,162135,128218,"158_1",1057,486,487,0.00467666005946482,0.00299750208159867,0.00379821865884665,0.00382412693330338,0.00083987874581506,0.00382412693330338,0.00083987874581506,1,0.310598453920707,"DMSO",NA
"247","DMSO",-999,"2-9",241969,122267,35390,"158_1",142,444,62,0.000586852034764784,0.00363139686096821,0.00175190731845154,0.00199005207139484,0.00153617967445424,0.00199005207139484,0.00153617967445424,1,1.09167300749691,"DMSO",NA
"248","DMSO",-999,"2-1",142476,101748,90028,"132_1",2029,2046,1098,0.0142409949745922,0.0201085033612454,0.0121962056249167,0.0155152346535848,0.00410717408161835,0.0155152346535848,0.00410717408161835,1,0.374368897341163,"DMSO",NA
"249","DMSO",-999,"2-10",202659,124499,119889,"132_1",1791,2475,1985,0.00883750536615694,0.0198796777484157,0.0165569818749009,0.0150913883298245,0.00566510071043812,0.0150913883298245,0.00566510071043812,1,0.530876423150408,"DMSO",NA
"250","DMSO",-999,"2-11",156373,101679,93324,"132_1",6186,1529,1437,0.0395592589513535,0.0150375200385527,0.0153979683682654,0.0233315824527239,0.0140547356488029,0.0233315824527239,0.0140547356488029,1,0.851909544086032,"DMSO",NA
"251","DMSO",-999,"2-12",158871,155880,68225,"132_1",3571,8884,610,0.0224773558421613,0.0569925583782397,0.00894100403078051,0.0294703060837271,0.0247772876564903,0.0294703060837271,0.0247772876564903,1,1.18900618619556,"DMSO",NA
"252","DMSO",-999,"2-13",85453,113405,52133,"132_1",1026,3990,547,0.0120066001193639,0.0351836338785768,0.01049239445265,0.0192275428168635,0.0138391053243171,0.0192275428168635,0.0138391053243171,1,1.01788619727289,"DMSO",NA
"253","DMSO",-999,"2-2",100215,92258,87458,"132_1",1820,840,855,0.0181609539490096,0.00910490147195907,0.00977612110956116,0.0123473255101766,0.00504592317312517,0.0123473255101766,0.00504592317312517,1,0.577939974146209,"DMSO",NA
"254","DMSO",-999,"2-3",129226,72921,35994,"132_1",3290,1636,882,0.025459272901738,0.0224352381344194,0.0245040840140023,0.0241328650167199,0.00154581668591247,0.0241328650167199,0.00154581668591247,1,0.0905866303335907,"DMSO",NA
"255","DMSO",-999,"2-4",143029,56247,162,"132_1",2179,1918,0,0.0152346726887554,0.0340995964229203,0,0.0164447563705586,0.0170819742986352,0.0164447563705586,0.0170819742986352,1,1.46901292916011,"DMSO",NA
"256","DMSO",-999,"2-5",150886,123561,85528,"132_1",2419,2115,853,0.0160319711570325,0.0171170514968315,0.00997334206341783,0.0143741215724273,0.00384960972712075,0.0143741215724273,0.00384960972712075,1,0.378748033993303,"DMSO",NA
"257","DMSO",-999,"2-6",83055,54989,22321,"132_1",1025,476,405,0.0123412196737102,0.00865627670988743,0.0181443483714887,0.0130472815850288,0.00478328010165426,0.0130472815850288,0.00478328010165426,1,0.518466590017562,"DMSO",NA
"258","DMSO",-999,"2-7",89241,70822,42522,"132_1",1826,863,713,0.020461447092704,0.0121854790884189,0.0167677907906495,0.0164715723239241,0.00414592819969302,0.0164715723239241,0.00414592819969302,1,0.355960425230013,"DMSO",NA
"259","DMSO",-999,"2-8",226016,162135,128218,"132_1",3919,1400,1910,0.0173394803907688,0.0086347796589262,0.0148965043909591,0.0136235881468847,0.00448978735922501,0.0136235881468847,0.00448978735922501,1,0.466067977623004,"DMSO",NA
"260","DMSO",-999,"2-9",241969,122267,35390,"132_1",3096,1293,517,0.0127950274621956,0.0105752165343061,0.0146086465103136,0.0126596301689384,0.00202012095259297,0.0126596301689384,0.00202012095259297,1,0.225668713119335,"DMSO",NA
"261","DMSO",-999,"2-1",142476,101748,90028,"133_1",6253,2446,1133,0.04388809343328,0.02403978456579,0.0125849735637802,0.0268376171876167,0.0158379995241156,0.0268376171876167,0.0158379995241156,1,0.834586527234537,"DMSO",NA
"262","DMSO",-999,"2-10",202659,124499,119889,"133_1",3669,2398,2994,0.0181043032877888,0.0192611988851316,0.0249731001176088,0.0207795340968431,0.00367751258783411,0.0207795340968431,0.00367751258783411,1,0.250284157155521,"DMSO",NA
"263","DMSO",-999,"2-11",156373,101679,93324,"133_1",1691,1855,2773,0.0108138873079112,0.018243688470579,0.0297136856542797,0.01959042047759,0.00952159964015392,0.01959042047759,0.00952159964015392,1,0.687355095925384,"DMSO",NA
"264","DMSO",-999,"2-12",158871,155880,68225,"133_1",2268,2290,2122,0.0142757331419831,0.014690787785476,0.0311029681201905,0.0200231630158832,0.00959763660758977,0.0200231630158832,0.00959763660758977,1,0.677870316813342,"DMSO",NA
"265","DMSO",-999,"2-13",85453,113405,52133,"133_1",2683,1959,1732,0.0313973763355295,0.0172743706185794,0.0332227188153377,0.0272981552564822,0.00872869764870108,0.0272981552564822,0.00872869764870108,1,0.45220061504764,"DMSO",NA
"266","DMSO",-999,"2-2",100215,92258,87458,"133_1",1417,1145,1715,0.0141395998603004,0.0124108478397537,0.0196094125180086,0.0153866200726876,0.00375780892467027,0.0153866200726876,0.00375780892467027,1,0.34538737688784,"DMSO",NA
"267","DMSO",-999,"2-3",129226,72921,35994,"133_1",4007,1538,809,0.0310076919505363,0.021091318001673,0.022475968216925,0.0248583260563781,0.00537032026324557,0.0248583260563781,0.00537032026324557,1,0.305522573537097,"DMSO",NA
"268","DMSO",-999,"2-4",143029,56247,162,"133_1",3418,710,9,0.0238972516063176,0.0126228954433125,0.0555555555555556,0.0306919008683952,0.0222582292652478,0.0306919008683952,0.0222582292652478,1,1.02560899816203,"DMSO",NA
"269","DMSO",-999,"2-5",150886,123561,85528,"133_1",4260,2262,1460,0.0282332356878703,0.0183067472746255,0.0170704330745487,0.0212034720123482,0.00611925658888364,0.0212034720123482,0.00611925658888364,1,0.408137669840129,"DMSO",NA
"270","DMSO",-999,"2-6",83055,54989,22321,"133_1",1383,967,292,0.0166516163987719,0.017585335248868,0.0130818511715425,0.0157729342730608,0.00237684747453726,0.0157729342730608,0.00237684747453726,1,0.213109994373326,"DMSO",NA
"271","DMSO",-999,"2-7",89241,70822,42522,"133_1",1859,1004,1149,0.0208312322811264,0.0141763858687978,0.0270213066177508,0.0206763082558917,0.00642386163860313,0.0206763082558917,0.00642386163860313,1,0.439377868606313,"DMSO",NA
"272","DMSO",-999,"2-8",226016,162135,128218,"133_1",2877,3928,2091,0.0127291873141724,0.0242267246430444,0.0163081626604689,0.0177546915392286,0.00588367873910661,0.0177546915392286,0.00588367873910661,1,0.468652370057021,"DMSO",NA
"273","DMSO",-999,"2-9",241969,122267,35390,"133_1",6433,1460,436,0.026586050279168,0.0119410797680486,0.0123198643684657,0.0169489981385608,0.00834808061256988,0.0169489981385608,0.00834808061256988,1,0.696558506028766,"DMSO",NA
"274","DMSO",-999,"2-1",142476,101748,90028,"120_1",1744,2484,1535,0.0122406580757461,0.0244132562802217,0.017050251033012,0.0179013884629933,0.00613077180748372,0.0179013884629933,0.00613077180748372,1,0.484332299468371,"DMSO",NA
"275","DMSO",-999,"2-10",202659,124499,119889,"120_1",4125,1718,1076,0.0203543884061404,0.0137993076249608,0.00897496851254077,0.0143762215145473,0.00571160410967978,0.0143762215145473,0.00571160410967978,1,0.561860290385863,"DMSO",NA
"276","DMSO",-999,"2-11",156373,101679,93324,"120_1",2376,4129,1628,0.0151944389376683,0.0406081885148359,0.0174446016030174,0.0244157430185072,0.0140681298106328,0.0244157430185072,0.0140681298106328,1,0.814857035493099,"DMSO",NA
"277","DMSO",-999,"2-12",158871,155880,68225,"120_1",2552,1671,981,0.0160633469922138,0.0107197844495766,0.0143788933675339,0.0137206749364414,0.0027319139424662,0.0137206749364414,0.0027319139424662,1,0.281583068367181,"DMSO",NA
"278","DMSO",-999,"2-13",85453,113405,52133,"120_1",1322,2070,690,0.015470492551461,0.0182531634407654,0.0132353787428308,0.0156530115783524,0.00251386668602167,0.0156530115783524,0.00251386668602167,1,0.227122068080905,"DMSO",NA
"279","DMSO",-999,"2-2",100215,92258,87458,"120_1",2546,1688,2191,0.0254053784363618,0.0182965162912701,0.0250520249719866,0.0229179732332062,0.00400619680836115,0.0229179732332062,0.00400619680836115,1,0.247212866612094,"DMSO",NA
"280","DMSO",-999,"2-3",129226,72921,35994,"120_1",1859,1061,537,0.0143856499466052,0.0145499924575911,0.0149191531921987,0.0146182651987983,0.000273225737548037,0.0146182651987983,0.000273225737548037,1,0.0264326538323843,"DMSO",NA
"281","DMSO",-999,"2-4",143029,56247,162,"120_1",2804,890,0,0.0196044158876871,0.0158230661190819,0,0.011809160668923,0.0104003297205647,0.011809160668923,0.0104003297205647,1,1.24549811424625,"DMSO",NA
