"","Treatment","Concentration_uM","plate","Rep1_tot","Rep2_tot","OR","Rep1","Rep2","rep1_freq","rep2_freq","freq_ave","DMSO_ave","DMSO_sd","DMSO_Normed","Odorant","CAS"
"46","Control_2",10,"2-3",61808,231093,"30_1",4380,23358,0.0708646129950815,0.101076190105282,0.0859704015501819,0.0167900126896238,0.0113849356570417,5.1203297543254,"Control_2",NA
"47","Control_2",10,"2-4",183950,236765,"30_1",15188,29563,0.0825659146507203,0.124862205140118,0.103714059895419,0.00590185013384771,0.00521044557006754,17.5731435979047,"Control_2",NA
"48","Control_2",10,"2-5",66878,180053,"30_1",5850,8780,0.0874727115045306,0.0487634196597668,0.0681180655821487,0.0182327587147551,0.00643828604574855,3.7360262727013,"Control_2",NA
"49","Control_2",10,"2-6",117441,239819,"30_1",8682,11837,0.0739264822336322,0.0493580575350577,0.061642269884345,0.0188662786438178,0.00751085112535951,3.26732531879276,"Control_2",NA
"50","Control_2",10,"2-7",71196,133948,"30_1",4920,6608,0.0691050058992078,0.0493325768208559,0.0592187913600318,0.0148273435928082,0.00263171824556297,3.99389081323744,"Control_2",NA
"51","Control_2",10,"2-8",84287,165728,"30_1",6626,8665,0.0786123601504384,0.0522844661131493,0.0654484131317938,0.0114934878305952,0.00285797149579679,5.69439095394289,"Control_2",NA
"52","Control_2",10,"2-9",159763,177020,"30_1",7674,11983,0.0480336498438312,0.0676929160546831,0.0578632829492571,0.0133087696501264,0.00455237826634361,4.34775598875194,"Control_2",NA
"53","Control_2",100,"2-1",74079,59961,"30_1",11485,9188,0.155037190026863,0.153232934740915,0.154135062383889,0.0202433172008184,0.00941477920156107,7.61412079131267,"Control_2",NA
"54","Control_2",100,"2-10",50430,233562,"30_1",7945,33085,0.157545112036486,0.141654036187394,0.14959957411194,0.0128091359007378,0.00425421765921338,11.6791308384294,"Control_2",NA
"55","Control_2",100,"2-11",100553,243336,"30_1",17095,27569,0.170009845554086,0.113296018673768,0.141652932113927,0.0126149415223709,0.00394131258245977,11.2289804802285,"Control_2",NA
"56","Control_2",100,"2-12",120765,199747,"30_1",10871,31746,0.0900178031714487,0.158931047775436,0.124474425473442,0.0130322339845999,0.00466351813751425,9.55127306803523,"Control_2",NA
"57","Control_2",100,"2-13",157238,109540,"30_1",14425,18621,0.0917399101998245,0.169992696731787,0.130866303465806,0.0177817742814502,0.00691298145472792,7.35957511294725,"Control_2",NA
"58","Control_2",100,"2-2",94979,110293,"30_1",1378,11146,0.0145084702934333,0.101058090721986,0.0577832805077096,0.0146714627216553,0.00510824710237837,3.93848122739805,"Control_2",NA
"59","Control_2",100,"2-3",62198,169031,"30_1",5892,19181,0.0947297340750506,0.113476226254356,0.104102980164703,0.0167900126896238,0.0113849356570417,6.2002919288464,"Control_2",NA
"60","Control_2",100,"2-4",171996,296799,"30_1",22751,40619,0.132276332007721,0.136856930110951,0.134566631059336,0.00590185013384771,0.00521044557006754,22.8007536632593,"Control_2",NA
"61","Control_2",100,"2-5",51783,224652,"30_1",4733,20206,0.0914006527238669,0.0899435571461638,0.0906721049350154,0.0182327587147551,0.00643828604574855,4.97303267999909,"Control_2",NA
"62","Control_2",100,"2-6",66887,200467,"30_1",9042,22008,0.135183219459686,0.109783655165189,0.122483437312438,0.0188662786438178,0.00751085112535951,6.49218850335245,"Control_2",NA
"63","Control_2",100,"2-7",55696,124683,"30_1",7599,14206,0.136437087043953,0.113936944090213,0.125187015567083,0.0148273435928082,0.00263171824556297,8.44298338293064,"Control_2",NA
"64","Control_2",100,"2-8",131834,280688,"30_1",28208,26904,0.213966048212146,0.0958501966596363,0.154908122435891,0.0114934878305952,0.00285797149579679,13.4779037241883,"Control_2",NA
"65","Control_2",100,"2-9",126945,206705,"30_1",7112,19985,0.0560242624758754,0.0966836796400668,0.0763539710579711,0.0133087696501264,0.00455237826634361,5.73711718402503,"Control_2",NA
"66","Control_2",1000,"2-1",320807,134177,"30_1",43013,24785,0.134077498308952,0.184718692473375,0.159398095391163,0.0202433172008184,0.00941477920156107,7.87410945596994,"Control_2",NA
"67","Control_2",1000,"2-10",69678,333044,"30_1",11680,68171,0.16762823272769,0.204690671502864,0.186159452115277,0.0128091359007378,0.00425421765921338,14.5333341419661,"Control_2",NA
"68","Control_2",1000,"2-11",165220,356606,"30_1",24086,44228,0.145781382399225,0.124024834130665,0.134903108264945,0.0126149415223709,0.00394131258245977,10.6939146745716,"Control_2",NA
"69","Control_2",1000,"2-12",216074,244446,"30_1",32483,46347,0.150332756370503,0.189600157089909,0.169966456730206,0.0130322339845999,0.00466351813751425,13.0420046886094,"Control_2",NA
"70","Control_2",1000,"2-13",197068,44726,"30_1",28399,9490,0.144107617675117,0.212180834413987,0.178144226044552,0.0177817742814502,0.00691298145472792,10.0183605541766,"Control_2",NA
"71","Control_2",1000,"2-2",80695,128857,"30_1",981,14387,0.0121568870438069,0.1116508998347,0.0619038934392537,0.0146714627216553,0.00510824710237837,4.21934026713524,"Control_2",NA
"72","Control_2",1000,"2-3",50948,152784,"30_1",9117,23667,0.178947161812044,0.154904963870562,0.166926062841303,0.0167900126896238,0.0113849356570417,9.94198550811477,"Control_2",NA
"73","Control_2",1000,"2-4",230521,254077,"30_1",33294,52367,0.144429357845923,0.206106810140233,0.175268083993078,0.00590185013384771,0.00521044557006754,29.6971424245251,"Control_2",NA
"74","Control_2",1000,"2-5",120192,309854,"30_1",17438,54578,0.1450845314164,0.176141021255172,0.160612776335786,0.0182327587147551,0.00643828604574855,8.80902220275684,"Control_2",NA
"75","Control_2",1000,"2-6",72986,199288,"30_1",11971,41523,0.164017756830077,0.208356750030107,0.186187253430092,0.0188662786438178,0.00751085112535951,9.8687853044672,"Control_2",NA
"76","Control_2",1000,"2-7",80347,220476,"30_1",15036,29688,0.1871382876772,0.134654112012192,0.160896199844696,0.0148273435928082,0.00263171824556297,10.8513166122849,"Control_2",NA
"77","Control_2",1000,"2-8",115296,548797,"30_1",16502,91681,0.143127255065223,0.167058128962075,0.155092692013649,0.0114934878305952,0.00285797149579679,13.4939623462949,"Control_2",NA
"78","Control_2",1000,"2-9",279588,226133,"30_1",53186,39114,0.190229909724309,0.172969004966104,0.181599457345206,0.0133087696501264,0.00455237826634361,13.6450973395186,"Control_2",NA
"79","Control_1",10,"2-1",186968,131823,"9_1",2414,1045,0.0129113003294681,0.00792729645054353,0.0104192983900058,0.0142803357825625,0.00468277422856776,0.729625587847077,"Control_1",NA
"80","Control_1",10,"2-10",138491,120780,"9_1",2044,1262,0.014759081817591,0.0104487497930121,0.0126039158053016,0.0193838350761053,0.0156599946475256,0.650228180121,"Control_1",NA
"81","Control_1",10,"2-11",79943,210655,"9_1",1165,2865,0.0145728831792652,0.0136004367330469,0.0140866599561561,0.0144862522199922,0.00475737762628143,0.972415759592762,"Control_1",NA
"82","Control_1",10,"2-12",149347,130162,"9_1",3444,2085,0.0230603895625624,0.0160185000230482,0.0195394447928053,0.0136557670069692,0.00870380965450811,1.43085663242741,"Control_1",NA
"83","Control_1",10,"2-13",171636,81761,"9_1",1866,1701,0.0108718450674684,0.0208045400618877,0.015838192564678,0.0168545778259209,0.0082124127780399,0.939696783168323,"Control_1",NA
"84","Control_1",10,"2-2",128599,128944,"9_1",2567,1235,0.019961274971034,0.00957780121603177,0.0147695380935329,0.0146357820590611,0.00283035771183861,1.00913897418888,"Control_1",NA
"85","Control_1",10,"2-3",59534,15921,"9_1",1283,155,0.0215507105183593,0.00973556937378305,0.0156431399460712,0.0136684009742132,0.00211358971044279,1.14447476157478,"Control_1",NA
"86","Control_1",10,"2-4",135197,175833,"9_1",1957,3069,0.014475173265679,0.0174540615242872,0.0159646173949831,0.0113256650655695,0.0115640463806924,1.40959646100751,"Control_1",NA
"87","Control_1",10,"2-5",118385,60198,"9_1",1165,667,0.00984077374667399,0.011080102328981,0.0104604380378275,0.0120489499594446,0.00317017414539945,0.868161796093119,"Control_1",NA
"88","Control_1",10,"2-6",118555,139306,"9_1",885,1605,0.00746488971363502,0.0115213989347193,0.00949314432417714,0.0181482075361514,0.00891245225247572,0.523089914266559,"Control_1",NA
"89","Control_1",10,"2-7",81597,43881,"9_1",1980,754,0.0242655979999265,0.0171828353957294,0.0207242166978279,0.0106961338340109,0.000990711199804282,1.93754276259431,"Control_1",NA
"90","Control_1",10,"2-8",108278,165004,"9_1",2598,3647,0.023993793753117,0.0221024944849822,0.0230481441190496,0.013005838605728,0.00595586799739884,1.7721382540376,"Control_1",NA
"91","Control_1",10,"2-9",102492,91955,"9_1",1820,1798,0.0177574835109082,0.0195530422489261,0.0186552628799171,0.0182406307299999,0.00645305629045883,1.0227312397282,"Control_1",NA
"92","Control_1",100,"2-1",140218,136666,"9_1",2694,1798,0.0192129398508037,0.0131561617373743,0.016184550794089,0.0142803357825625,0.00468277422856776,1.13334525465793,"Control_1",NA
"93","Control_1",100,"2-10",136286,121791,"9_1",3879,1391,0.0284622044817516,0.0114212051793647,0.0199417048305581,0.0193838350761053,0.0156599946475256,1.028780153786,"Control_1",NA
"94","Control_1",100,"2-11",96265,172128,"9_1",1364,2871,0.0141692203812393,0.0166794478527607,0.015424334117,0.0144862522199922,0.00475737762628143,1.06475670054351,"Control_1",NA
"95","Control_1",100,"2-12",143997,104307,"9_1",1672,1795,0.0116113530142989,0.0172088162827039,0.0144100846485014,0.0136557670069692,0.00870380965450811,1.05523802809079,"Control_1",NA
"96","Control_1",100,"2-13",175621,74815,"9_1",4368,714,0.0248717408510372,0.00954354073381006,0.0172076407924236,0.0168545778259209,0.0082124127780399,1.02094760071413,"Control_1",NA
"97","Control_1",100,"2-2",108542,120226,"9_1",1391,2331,0.0128153157303164,0.0193884850198792,0.0161019003750978,0.0146357820590611,0.00283035771183861,1.10017355479334,"Control_1",NA
"98","Control_1",100,"2-3",33112,7105,"9_1",575,54,0.0173653056293791,0.00760028149190711,0.0124827935606431,0.0136684009742132,0.00211358971044279,0.913259245481098,"Control_1",NA
"99","Control_1",100,"2-4",103420,155024,"9_1",1491,2330,0.014416940630439,0.0150299308494169,0.0147234357399279,0.0113256650655695,0.0115640463806924,1.30000628260567,"Control_1",NA
"100","Control_1",100,"2-5",147006,34727,"9_1",1917,807,0.013040284070038,0.0232384023958303,0.0181393432329341,0.0120489499594446,0.00317017414539945,1.50547087455664,"Control_1",NA
"101","Control_1",100,"2-6",81053,158327,"9_1",1294,3837,0.0159648624973783,0.0242346535966702,0.0200997580470242,0.0181482075361514,0.00891245225247572,1.10753406401075,"Control_1",NA
"102","Control_1",100,"2-7",105810,57486,"9_1",2319,1405,0.0219166430394103,0.0244407333959573,0.0231786882176838,0.0106961338340109,0.000990711199804282,2.16701553826689,"Control_1",NA
"103","Control_1",100,"2-8",92256,56230,"9_1",1924,654,0.0208550121401318,0.0116308020629557,0.0162429071015438,0.013005838605728,0.00595586799739884,1.24889348499143,"Control_1",NA
"104","Control_1",100,"2-9",76765,71794,"9_1",2080,1883,0.0270956816257409,0.026227818480653,0.0266617500531969,0.0182406307299999,0.00645305629045883,1.46166820916708,"Control_1",NA
"105","Control_1",1000,"2-1",178755,128380,"9_1",1634,1282,0.00914100304886577,0.00998597912447422,0.00956349108666999,0.0142803357825625,0.00468277422856776,0.669696513603538,"Control_1",NA
"106","Control_1",1000,"2-10",122283,106158,"9_1",1407,1542,0.0115060965138245,0.0145255185666648,0.0130158075402446,0.0193838350761053,0.0156599946475256,0.671477418639894,"Control_1",NA
"107","Control_1",1000,"2-11",83781,203817,"9_1",739,1043,0.00882061565271362,0.00511733564913623,0.00696897565092493,0.0144862522199922,0.00475737762628143,0.481075128686988,"Control_1",NA
"108","Control_1",1000,"2-12",111263,78281,"9_1",1584,2093,0.0142365386516632,0.0267370115353662,0.0204867750935147,0.0136557670069692,0.00870380965450811,1.50022881051348,"Control_1",NA
"109","Control_1",1000,"2-13",140762,35133,"9_1",2479,196,0.0176112871371535,0.00557880055788006,0.0115950438475168,0.0168545778259209,0.0082124127780399,0.687946264052047,"Control_1",NA
"110","Control_1",1000,"2-2",43,134901,"9_1",3,1407,0.0697674418604651,0.0104298707941379,0.0400986563273015,0.0146357820590611,0.00283035771183861,2.73976861403701,"Control_1",NA
"111","Control_1",1000,"2-3",11967,1488,"9_1",225,40,0.0188017046878917,0.0268817204301075,0.0228417125589996,0.0136684009742132,0.00211358971044279,1.67113275372099,"Control_1",NA
"112","Control_1",1000,"2-4",54784,128167,"9_1",591,927,0.0107878212616822,0.00723275102015339,0.00901028614091782,0.0113256650655695,0.0115640463806924,0.795563535452721,"Control_1",NA
"113","Control_1",1000,"2-5",85320,19698,"9_1",1799,480,0.0210853258321613,0.024367956137679,0.0227266409849201,0.0120489499594446,0.00317017414539945,1.88619266088875,"Control_1",NA
"114","Control_1",1000,"2-6",10867,45640,"9_1",233,323,0.0214410600901813,0.00707712532865907,0.0142590927094202,0.0181482075361514,0.00891245225247572,0.785702537345133,"Control_1",NA
"115","Control_1",1000,"2-7",96967,47332,"9_1",904,832,0.00932275928924273,0.0175779599425336,0.0134503596158882,0.0106961338340109,0.000990711199804282,1.25749731862176,"Control_1",NA
"116","Control_1",1000,"2-8",71915,167059,"9_1",710,1347,0.00987276646040464,0.0080630196517398,0.00896789305607222,0.013005838605728,0.00595586799739884,0.689528244039767,"Control_1",NA
"117","Control_1",1000,"2-9",62964,45040,"9_1",608,531,0.009656311543104,0.0117895204262877,0.0107229159846959,0.0182406307299999,0.00645305629045883,0.587858837965519,"Control_1",NA
"118","Control_2",10,"2-1",159822,98766,"9_1",1881,5973,0.0117693433945264,0.0604762772614057,0.0361228103279661,0.0142803357825625,0.00468277422856776,2.52954908609887,"Control_2",NA
"119","Control_2",10,"2-10",90282,129151,"9_1",918,1107,0.0101681398285373,0.00857136220393183,0.00936975101623454,0.0193838350761053,0.0156599946475256,0.483379629441067,"Control_2",NA
"120","Control_2",10,"2-11",118748,192872,"9_1",1208,2200,0.0101728029103648,0.0114065286822348,0.0107896657962998,0.0144862522199922,0.00475737762628143,0.744821064306004,"Control_2",NA
"121","Control_2",10,"2-12",101366,149606,"9_1",1826,2571,0.0180139297200245,0.0171851396334372,0.0175995346767308,0.0136557670069692,0.00870380965450811,1.28879869345668,"Control_2",NA
"122","Control_2",10,"2-13",227791,182348,"9_1",3933,4244,0.0172658270080908,0.0232741790422708,0.0202700030251808,0.0168545778259209,0.0082124127780399,1.20264080385373,"Control_2",NA
"123","Control_2",10,"2-2",103700,130918,"9_1",1030,2020,0.00993249758919961,0.0154295054919874,0.0126810015405935,0.0146357820590611,0.00283035771183861,0.866438259972763,"Control_2",NA
"124","Control_2",10,"2-3",61808,231093,"9_1",1006,2883,0.0162762101993269,0.0124754968778803,0.0143758535386036,0.0136684009742132,0.00211358971044279,1.0517582536337,"Control_2",NA
"125","Control_2",10,"2-4",183950,236765,"9_1",2356,1851,0.0128078282141886,0.00781787848710747,0.0103128533506481,0.0113256650655695,0.0115640463806924,0.910573753589057,"Control_2",NA
"126","Control_2",10,"2-5",66878,180053,"9_1",854,2347,0.0127695206196358,0.0130350507906005,0.0129022857051182,0.0120489499594446,0.00317017414539945,1.07082241594046,"Control_2",NA
"127","Control_2",10,"2-6",117441,239819,"9_1",2116,2002,0.0180175577524033,0.00834796242165967,0.0131827600870315,0.0181482075361514,0.00891245225247572,0.726394607333609,"Control_2",NA
"128","Control_2",10,"2-7",71196,133948,"9_1",776,693,0.0108994887353222,0.00517364947591603,0.00803656910561912,0.0106961338340109,0.000990711199804282,0.751352706532612,"Control_2",NA
"129","Control_2",10,"2-8",84287,165728,"9_1",1628,1636,0.0193149596023112,0.00987159683336552,0.0145932782178383,0.013005838605728,0.00595586799739884,1.12205592120843,"Control_2",NA
"130","Control_2",10,"2-9",159763,177020,"9_1",1950,1869,0.0122055795146561,0.0105581290249689,0.0113818542698125,0.0182406307299999,0.00645305629045883,0.623983591263271,"Control_2",NA
"131","Control_2",100,"2-1",74079,59961,"9_1",1322,385,0.0178458132534186,0.00642084021280499,0.0121333267331118,0.0142803357825625,0.00468277422856776,0.849652761521729,"Control_2",NA
"132","Control_2",100,"2-10",50430,233562,"9_1",741,2478,0.0146936347412255,0.0106096025894623,0.0126516186653439,0.0193838350761053,0.0156599946475256,0.652689141012126,"Control_2",NA
"133","Control_2",100,"2-11",100553,243336,"9_1",1659,2493,0.0164987618469862,0.010245093204458,0.0133719275257221,0.0144862522199922,0.00475737762628143,0.923077088721935,"Control_2",NA
"134","Control_2",100,"2-12",120765,199747,"9_1",1424,3888,0.0117914958804289,0.0194646227477759,0.0156280593141024,0.0136557670069692,0.00870380965450811,1.14442925879789,"Control_2",NA
"135","Control_2",100,"2-13",157238,109540,"9_1",1761,747,0.0111995827980514,0.00681942669344532,0.00900950474574834,0.0168545778259209,0.0082124127780399,0.534543483604346,"Control_2",NA
"136","Control_2",100,"2-2",94979,110293,"9_1",1591,2834,0.0167510712894429,0.0256951937112963,0.0212231325003696,0.0146357820590611,0.00283035771183861,1.45008530563833,"Control_2",NA
"137","Control_2",100,"2-3",62198,169031,"9_1",660,8697,0.0106112736743947,0.0514521005022747,0.0310316870883347,0.0136684009742132,0.00211358971044279,2.27032314510519,"Control_2",NA
"138","Control_2",100,"2-4",171996,296799,"9_1",2018,2259,0.0117328309960697,0.00761121162807152,0.0096720213120706,0.0113256650655695,0.0115640463806924,0.853991465938188,"Control_2",NA
"139","Control_2",100,"2-5",51783,224652,"9_1",951,2160,0.0183651005156132,0.00961487100048074,0.013989985758047,0.0120489499594446,0.00317017414539945,1.16109584695229,"Control_2",NA
"140","Control_2",100,"2-6",66887,200467,"9_1",1140,2117,0.0170436706684408,0.0105603416023585,0.0138020061353996,0.0181482075361514,0.00891245225247572,0.760516216706579,"Control_2",NA
"141","Control_2",100,"2-7",55696,124683,"9_1",619,2815,0.0111139040505602,0.0225772559210157,0.0168455799857879,0.0106961338340109,0.000990711199804282,1.57492232681527,"Control_2",NA
"142","Control_2",100,"2-8",131834,280688,"9_1",1763,1783,0.0133728780132591,0.00635224876018925,0.00986256338672417,0.013005838605728,0.00595586799739884,0.758318143543665,"Control_2",NA
"143","Control_2",100,"2-9",126945,206705,"9_1",2016,1379,0.0158808933002481,0.00667134321859655,0.0112761182594223,0.0182406307299999,0.00645305629045883,0.618186861317071,"Control_2",NA
"144","Control_2",1000,"2-1",320807,134177,"9_1",4343,1533,0.0135377345257429,0.0114252070026905,0.0124814707642167,0.0142803357825625,0.00468277422856776,0.874032022374263,"Control_2",NA
"145","Control_2",1000,"2-10",69678,333044,"9_1",688,3682,0.00987399179080915,0.0110555962575516,0.0104647940241804,0.0193838350761053,0.0156599946475256,0.539872217396259,"Control_2",NA
"146","Control_2",1000,"2-11",165220,356606,"9_1",972,4195,0.00588306500423677,0.0117636831685389,0.00882337408638786,0.0144862522199922,0.00475737762628143,0.609086046024442,"Control_2",NA
"147","Control_2",1000,"2-12",216074,244446,"9_1",2048,2899,0.00947823430861649,0.011859469985191,0.0106688521469037,0.0136557670069692,0.00870380965450811,0.781270809721556,"Control_2",NA
