Odorant,Concentration_uM,plate,Counts,OR,Replicate
cis-6-Nonenal,100,2-8,7305,206_1,Rep3
cis-6-Nonenal,1000,2-8,5106,206_1,Rep3
Cinnamaldehyde,10,2-13,2485,206_1,Rep3
Cinnamaldehyde,100,2-13,2977,206_1,Rep3
Cinnamaldehyde,1000,2-13,5027,206_1,Rep3
beta-Damascone,10,2-8,5552,206_1,Rep3
beta-Damascone,100,2-8,3795,206_1,Rep3
beta-Damascone,1000,2-8,5192,206_1,Rep3
[Di]ethyl sulfide,10,2-9,285,206_1,Rep3
[Di]ethyl sulfide,100,2-9,2877,206_1,Rep3
[Di]ethyl sulfide,1000,2-9,1730,206_1,Rep3
Ethyl 2-methylpentanoate,10,2-9,1855,206_1,Rep3
Ethyl 2-methylpentanoate,100,2-9,2626,206_1,Rep3
Ethyl 2-methylpentanoate,1000,2-9,2042,206_1,Rep3
Farnesene,10,2-9,2308,206_1,Rep3
Farnesene,100,2-9,1349,206_1,Rep3
Farnesene,1000,2-9,1529,206_1,Rep3
"e,b,Farnesene",10,2-9,1872,206_1,Rep3
"e,b,Farnesene",100,2-9,1386,206_1,Rep3
"e,b,Farnesene",1000,2-9,1101,206_1,Rep3
trans-2-Methyl-2-butenal (2MB),10,2-9,5903,206_1,Rep3
trans-2-Methyl-2-butenal (2MB),100,2-9,4427,206_1,Rep3
trans-2-Methyl-2-butenal (2MB),1000,2-9,3084,206_1,Rep3
diacetyl,10,2-9,4862,206_1,Rep3
diacetyl,100,2-9,4967,206_1,Rep3
diacetyl,1000,2-9,1932,206_1,Rep3
galaxolide,10,2-9,3336,206_1,Rep3
galaxolide,100,2-9,4999,206_1,Rep3
galaxolide,1000,2-9,465,206_1,Rep3
isobutyraldehyde,10,2-13,4454,206_1,Rep3
isobutyraldehyde,100,2-13,1664,206_1,Rep3
isobutyraldehyde,1000,2-13,6842,206_1,Rep3
p-cymene,10,2-1,10862,206_1,Rep3
p-cymene,100,2-1,3750,206_1,Rep3
p-cymene,1000,2-1,4031,206_1,Rep3
helional,10,2-9,9352,206_1,Rep3
helional,100,2-9,8638,206_1,Rep3
helional,1000,2-9,14487,206_1,Rep3
"1,9-nonanediol",10,2-9,7463,206_1,Rep3
"1,9-nonanediol",100,2-9,4773,206_1,Rep3
"1,9-nonanediol",1000,2-9,14743,206_1,Rep3
octanedioic acid (suberic acid),10,2-10,3398,206_1,Rep3
octanedioic acid (suberic acid),10,2-9,0,206_1,Rep3
octanedioic acid (suberic acid),100,2-10,3351,206_1,Rep3
octanedioic acid (suberic acid),1000,2-10,1957,206_1,Rep3
decanedioic acid (sebacic acid),10,2-10,4660,206_1,Rep3
decanedioic acid (sebacic acid),100,2-10,2690,206_1,Rep3
decanedioic acid (sebacic acid),1000,2-10,4031,206_1,Rep3
"Anisole (Methoxybenzene, Methyl phenyl ether)",10,2-10,4627,206_1,Rep3
"Anisole (Methoxybenzene, Methyl phenyl ether)",100,2-10,5495,206_1,Rep3
"Anisole (Methoxybenzene, Methyl phenyl ether)",1000,2-10,3882,206_1,Rep3
"2,3-Diethylpyrazine",10,2-10,2984,206_1,Rep3
"2,3-Diethylpyrazine",100,2-10,4531,206_1,Rep3
"2,3-Diethylpyrazine",1000,2-10,3260,206_1,Rep3
2-Methylbutyric acid,10,2-10,3457,206_1,Rep3
2-Methylbutyric acid,100,2-10,5187,206_1,Rep3
2-Methylbutyric acid,1000,2-10,5743,206_1,Rep3
Cyclobutanecarboxylic acid,10,2-10,8824,206_1,Rep3
Cyclobutanecarboxylic acid,100,2-10,10439,206_1,Rep3
Cyclobutanecarboxylic acid,1000,2-10,6111,206_1,Rep3
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",10,2-10,4041,206_1,Rep3
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",100,2-10,4561,206_1,Rep3
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",1000,2-10,3598,206_1,Rep3
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",10,2-10,5159,206_1,Rep3
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",100,2-10,8616,206_1,Rep3
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",1000,2-10,6498,206_1,Rep3
Control_1,10,2-1,0,206_1,Rep3
Control_1,10,2-10,0,206_1,Rep3
Control_1,10,2-11,0,206_1,Rep3
Control_1,10,2-12,0,206_1,Rep3
Control_1,10,2-13,0,206_1,Rep3
Control_1,10,2-2,0,206_1,Rep3
Control_1,10,2-3,0,206_1,Rep3
Control_1,10,2-4,0,206_1,Rep3
Control_1,10,2-5,0,206_1,Rep3
Control_1,10,2-6,0,206_1,Rep3
Control_1,10,2-7,0,206_1,Rep3
Control_1,10,2-8,0,206_1,Rep3
Control_1,10,2-9,0,206_1,Rep3
Control_1,100,2-1,0,206_1,Rep3
Control_1,100,2-10,0,206_1,Rep3
Control_1,100,2-11,0,206_1,Rep3
Control_1,100,2-12,0,206_1,Rep3
Control_1,100,2-13,0,206_1,Rep3
Control_1,100,2-2,0,206_1,Rep3
Control_1,100,2-3,0,206_1,Rep3
Control_1,100,2-4,0,206_1,Rep3
Control_1,100,2-5,0,206_1,Rep3
Control_1,100,2-6,0,206_1,Rep3
Control_1,100,2-7,0,206_1,Rep3
Control_1,100,2-8,0,206_1,Rep3
Control_1,100,2-9,0,206_1,Rep3
Control_1,1000,2-1,0,206_1,Rep3
Control_1,1000,2-10,0,206_1,Rep3
Control_1,1000,2-11,0,206_1,Rep3
Control_1,1000,2-12,0,206_1,Rep3
Control_1,1000,2-13,0,206_1,Rep3
Control_1,1000,2-2,0,206_1,Rep3
Control_1,1000,2-3,0,206_1,Rep3
Control_1,1000,2-4,0,206_1,Rep3
Control_1,1000,2-5,0,206_1,Rep3
Control_1,1000,2-6,0,206_1,Rep3
Control_1,1000,2-7,0,206_1,Rep3
Control_1,1000,2-8,0,206_1,Rep3
Control_1,1000,2-9,0,206_1,Rep3
Control_2,10,2-1,0,206_1,Rep3
Control_2,10,2-10,0,206_1,Rep3
Control_2,10,2-11,0,206_1,Rep3
Control_2,10,2-12,0,206_1,Rep3
Control_2,10,2-13,0,206_1,Rep3
Control_2,10,2-2,0,206_1,Rep3
Control_2,10,2-3,0,206_1,Rep3
Control_2,10,2-4,0,206_1,Rep3
Control_2,10,2-5,0,206_1,Rep3
Control_2,10,2-6,0,206_1,Rep3
Control_2,10,2-7,0,206_1,Rep3
Control_2,10,2-8,0,206_1,Rep3
Control_2,10,2-9,0,206_1,Rep3
Control_2,100,2-1,0,206_1,Rep3
Control_2,100,2-10,0,206_1,Rep3
Control_2,100,2-11,0,206_1,Rep3
Control_2,100,2-12,0,206_1,Rep3
Control_2,100,2-13,0,206_1,Rep3
Control_2,100,2-2,0,206_1,Rep3
Control_2,100,2-3,0,206_1,Rep3
Control_2,100,2-4,0,206_1,Rep3
Control_2,100,2-5,0,206_1,Rep3
Control_2,100,2-6,0,206_1,Rep3
Control_2,100,2-7,0,206_1,Rep3
Control_2,100,2-8,0,206_1,Rep3
Control_2,100,2-9,0,206_1,Rep3
Control_2,1000,2-1,0,206_1,Rep3
Control_2,1000,2-10,0,206_1,Rep3
Control_2,1000,2-11,0,206_1,Rep3
Control_2,1000,2-12,0,206_1,Rep3
Control_2,1000,2-13,0,206_1,Rep3
Control_2,1000,2-2,0,206_1,Rep3
Control_2,1000,2-3,0,206_1,Rep3
Control_2,1000,2-4,0,206_1,Rep3
Control_2,1000,2-5,0,206_1,Rep3
Control_2,1000,2-6,0,206_1,Rep3
Control_2,1000,2-7,0,206_1,Rep3
Control_2,1000,2-8,0,206_1,Rep3
Control_2,1000,2-9,0,206_1,Rep3
DMSO,-999,2-1,3780,206_1,Rep3
DMSO,-999,2-10,2115,206_1,Rep3
DMSO,-999,2-11,1257,206_1,Rep3
DMSO,-999,2-12,1108,206_1,Rep3
DMSO,-999,2-13,726,206_1,Rep3
DMSO,-999,2-2,1714,206_1,Rep3
DMSO,-999,2-3,784,206_1,Rep3
DMSO,-999,2-4,9,206_1,Rep3
DMSO,-999,2-5,2147,206_1,Rep3
DMSO,-999,2-6,416,206_1,Rep3
DMSO,-999,2-7,690,206_1,Rep3
DMSO,-999,2-8,4651,206_1,Rep3
DMSO,-999,2-9,590,206_1,Rep3
Nothing,-999,2-11,3337,206_1,Rep3
Nothing,-999,2-12,5244,206_1,Rep3
a-Amylcinnamaldehyde,10,2-1,1816,180_1,Rep3
a-Amylcinnamaldehyde,100,2-1,2330,180_1,Rep3
a-Amylcinnamaldehyde,1000,2-1,1367,180_1,Rep3
Eucalyptol,10,2-1,4515,180_1,Rep3
Eucalyptol,100,2-1,4781,180_1,Rep3
Eucalyptol,1000,2-1,2933,180_1,Rep3
Pentyl propionate (Amyl propionate),10,2-10,11511,180_1,Rep3
Pentyl propionate (Amyl propionate),100,2-10,3006,180_1,Rep3
Pentyl propionate (Amyl propionate),1000,2-10,5644,180_1,Rep3
Dihydro Myrcenol,10,2-11,784,180_1,Rep3
Dihydro Myrcenol,100,2-11,2198,180_1,Rep3
Dihydro Myrcenol,1000,2-11,1525,180_1,Rep3
Muscenone,10,2-11,2645,180_1,Rep3
Muscenone,100,2-11,51,180_1,Rep3
Muscenone,1000,2-11,1916,180_1,Rep3
ethyl maltol,10,2-11,3160,180_1,Rep3
ethyl maltol,100,2-11,1690,180_1,Rep3
ethyl maltol,1000,2-11,3069,180_1,Rep3
calone,10,2-11,2041,180_1,Rep3
calone,100,2-11,3031,180_1,Rep3
calone,1000,2-11,4480,180_1,Rep3
Sandalwood Mysone,10,2-11,3852,180_1,Rep3
Sandalwood Mysone,100,2-11,14928,180_1,Rep3
Sandalwood Mysone,1000,2-11,3838,180_1,Rep3
Iso E Super,10,2-11,4146,180_1,Rep3
Iso E Super,100,2-11,2645,180_1,Rep3
Iso E Super,1000,2-11,5245,180_1,Rep3
Olibanum Coeur MD,10,2-11,2878,180_1,Rep3
Olibanum Coeur MD,100,2-11,557,180_1,Rep3
Olibanum Coeur MD,1000,2-11,7530,180_1,Rep3
Turkish Rose Oil,10,2-11,4008,180_1,Rep3
Turkish Rose Oil,100,2-11,0,180_1,Rep3
Turkish Rose Oil,1000,2-11,3993,180_1,Rep3
Angel Eau de parfum (10 uM),10,2-12,899,180_1,Rep3
Angel Eau de parfum (10 uM),100,2-12,2266,180_1,Rep3
Angel Eau de parfum (10 uM),1000,2-12,1170,180_1,Rep3
a-Hexylcinnamaldehyde,10,2-2,1277,180_1,Rep3
a-Hexylcinnamaldehyde,100,2-2,2666,180_1,Rep3
a-Hexylcinnamaldehyde,1000,2-2,1661,180_1,Rep3
Dior Jadone Eau de parfum (10 uM),10,2-12,3175,180_1,Rep3
Dior Jadone Eau de parfum (10 uM),100,2-12,2407,180_1,Rep3
Dior Jadone Eau de parfum (10 uM),1000,2-12,3718,180_1,Rep3
Flowerbomb Viktor and Rolf (10 uM),10,2-12,2168,180_1,Rep3
Flowerbomb Viktor and Rolf (10 uM),100,2-12,3329,180_1,Rep3
Flowerbomb Viktor and Rolf (10 uM),1000,2-12,3789,180_1,Rep3
Chanel No 5 (10 uM),10,2-12,2502,180_1,Rep3
Chanel No 5 (10 uM),100,2-12,2687,180_1,Rep3
Chanel No 5 (10 uM),1000,2-12,3100,180_1,Rep3
Axe (10 uM),10,2-12,2164,180_1,Rep3
Axe (10 uM),100,2-12,2051,180_1,Rep3
Axe (10 uM),1000,2-12,3787,180_1,Rep3
Aedione (10 uM),10,2-12,1954,180_1,Rep3
Aedione (10 uM),100,2-12,3758,180_1,Rep3
Aedione (10 uM),1000,2-12,2736,180_1,Rep3
Isobornyl acetate,10,2-2,968,180_1,Rep3
Isobornyl acetate,100,2-2,2346,180_1,Rep3
Isobornyl acetate,1000,2-2,1773,180_1,Rep3
a-Amylcinnamaldehyde dimethyl acetal,10,2-2,2365,180_1,Rep3
a-Amylcinnamaldehyde dimethyl acetal,100,2-2,2692,180_1,Rep3
a-Amylcinnamaldehyde dimethyl acetal,1000,2-2,2340,180_1,Rep3
p-Tolyl isobutyrate,10,2-2,1203,180_1,Rep3
p-Tolyl isobutyrate,100,2-2,658,180_1,Rep3
p-Tolyl isobutyrate,1000,2-2,0,180_1,Rep3
o-Tolyl isobutyrate,10,2-2,2153,180_1,Rep3
o-Tolyl isobutyrate,100,2-2,1181,180_1,Rep3
o-Tolyl isobutyrate,1000,2-2,3068,180_1,Rep3
p-Tolyl phenylacetate,10,2-2,422,180_1,Rep3
p-Tolyl phenylacetate,100,2-2,1467,180_1,Rep3
p-Tolyl phenylacetate,1000,2-2,3208,180_1,Rep3
2-Methoxy-3-Methyl-pyrazine,10,2-2,2733,180_1,Rep3
2-Methoxy-3-Methyl-pyrazine,100,2-2,10905,180_1,Rep3
2-Methoxy-3-Methyl-pyrazine,1000,2-2,3844,180_1,Rep3
2-Methoxypyrazine,10,2-13,1327,180_1,Rep3
2-Methoxypyrazine,100,2-13,1711,180_1,Rep3
2-Methoxypyrazine,1000,2-13,3796,180_1,Rep3
Methyl salicylate,10,2-2,3632,180_1,Rep3
Methyl salicylate,100,2-2,4080,180_1,Rep3
Methyl salicylate,1000,2-2,3984,180_1,Rep3
Anethole,10,2-1,4619,180_1,Rep3
Anethole,100,2-1,1817,180_1,Rep3
Anethole,1000,2-1,3088,180_1,Rep3
Myrcene,10,2-2,1544,180_1,Rep3
Myrcene,100,2-2,2729,180_1,Rep3
Myrcene,1000,2-2,2268,180_1,Rep3
w-Pentadecalactone,10,2-3,1089,180_1,Rep3
w-Pentadecalactone,100,2-3,2324,180_1,Rep3
w-Pentadecalactone,1000,2-3,1474,180_1,Rep3
2-Phenylethanol,10,2-3,2204,180_1,Rep3
2-Phenylethanol,100,2-3,2110,180_1,Rep3
2-Phenylethanol,1000,2-3,2442,180_1,Rep3
2-Phenethyl acetate,10,2-3,3043,180_1,Rep3
2-Phenethyl acetate,100,2-3,2145,180_1,Rep3
2-Phenethyl acetate,1000,2-3,1668,180_1,Rep3
Piperonal,10,2-3,1215,180_1,Rep3
Piperonal,100,2-3,1612,180_1,Rep3
Piperonal,1000,2-3,356,180_1,Rep3
Pyrazine,10,2-3,1944,180_1,Rep3
Pyrazine,100,2-3,3265,180_1,Rep3
Pyrazine,1000,2-3,2980,180_1,Rep3
Sassafras oil,10,2-3,3863,180_1,Rep3
Sassafras oil,100,2-3,3895,180_1,Rep3
Sassafras oil,1000,2-3,1846,180_1,Rep3
thymol,10,2-3,1164,180_1,Rep3
thymol,100,2-3,2863,180_1,Rep3
thymol,1000,2-3,2651,180_1,Rep3
Triethylamine,10,2-13,2912,180_1,Rep3
Triethylamine,100,2-13,2601,180_1,Rep3
Triethylamine,1000,2-13,2916,180_1,Rep3
 L-Turpentine,10,2-3,3416,180_1,Rep3
 L-Turpentine,100,2-3,3455,180_1,Rep3
 L-Turpentine,1000,2-3,3582,180_1,Rep3
Anisaldehyde,10,2-1,4801,180_1,Rep3
Anisaldehyde,100,2-1,2980,180_1,Rep3
Anisaldehyde,1000,2-1,2577,180_1,Rep3
Methyl eugenol,10,2-3,3008,180_1,Rep3
Methyl eugenol,100,2-3,1719,180_1,Rep3
Methyl eugenol,1000,2-3,3885,180_1,Rep3
Eugenol,10,2-4,1676,180_1,Rep3
Eugenol,100,2-4,4069,180_1,Rep3
Eugenol,1000,2-4,5145,180_1,Rep3
Eugenol methyl ether,10,2-4,3956,180_1,Rep3
Eugenol methyl ether,100,2-4,2618,180_1,Rep3
Eugenol methyl ether,1000,2-4,2980,180_1,Rep3
4-Ethylphenol,10,2-4,3862,180_1,Rep3
4-Ethylphenol,100,2-4,2258,180_1,Rep3
4-Ethylphenol,1000,2-4,4155,180_1,Rep3
Ethyl vanillin,10,2-4,2371,180_1,Rep3
Ethyl vanillin,100,2-4,1420,180_1,Rep3
Ethyl vanillin,1000,2-4,1024,180_1,Rep3
Vanillin,10,2-4,1945,180_1,Rep3
Vanillin,100,2-4,2008,180_1,Rep3
Vanillin,1000,2-4,2163,180_1,Rep3
2-Ethylphenol,10,2-4,3143,180_1,Rep3
2-Ethylphenol,100,2-4,3159,180_1,Rep3
2-Ethylphenol,1000,2-4,3801,180_1,Rep3
Guaiacol,10,2-4,2108,180_1,Rep3
Guaiacol,100,2-4,3195,180_1,Rep3
Guaiacol,1000,2-4,1942,180_1,Rep3
2-bromophenol,10,2-13,2038,180_1,Rep3
2-bromophenol,100,2-13,3341,180_1,Rep3
2-bromophenol,1000,2-13,705,180_1,Rep3
Benzaldehyde,10,2-4,4569,180_1,Rep3
Benzaldehyde,100,2-4,2783,180_1,Rep3
Benzaldehyde,1000,2-4,6567,180_1,Rep3
benzyl benzoate (Pentamethylbenzaldehyde),10,2-1,3064,180_1,Rep3
benzyl benzoate (Pentamethylbenzaldehyde),100,2-1,3179,180_1,Rep3
benzyl benzoate (Pentamethylbenzaldehyde),1000,2-1,1119,180_1,Rep3
Piperonyl alcohol,10,2-4,3261,180_1,Rep3
Piperonyl alcohol,100,2-4,3748,180_1,Rep3
Piperonyl alcohol,1000,2-4,7649,180_1,Rep3
Piperonyl acetate,10,2-5,980,180_1,Rep3
Piperonyl acetate,100,2-5,1286,180_1,Rep3
Piperonyl acetate,1000,2-5,2192,180_1,Rep3
Tetrahydrofuran,10,2-5,2943,180_1,Rep3
Tetrahydrofuran,100,2-5,2049,180_1,Rep3
Tetrahydrofuran,1000,2-5,2316,180_1,Rep3
 Tetrahydropyran,10,2-5,2139,180_1,Rep3
 Tetrahydropyran,100,2-5,3005,180_1,Rep3
 Tetrahydropyran,1000,2-5,1815,180_1,Rep3
Benzaldehyde dimethyl acetal,10,2-5,1358,180_1,Rep3
Benzaldehyde dimethyl acetal,100,2-5,2799,180_1,Rep3
Benzaldehyde dimethyl acetal,1000,2-5,2207,180_1,Rep3
 2-Methyl-1-propanethiol,10,2-5,2907,180_1,Rep3
 2-Methyl-1-propanethiol,100,2-5,3308,180_1,Rep3
 2-Methyl-1-propanethiol,1000,2-5,2941,180_1,Rep3
(+)-Dihydrocarveol,10,2-5,1294,180_1,Rep3
(+)-Dihydrocarveol,100,2-5,2627,180_1,Rep3
(+)-Dihydrocarveol,1000,2-5,3509,180_1,Rep3
(-)-Dihydrocarveol,10,2-5,1852,180_1,Rep3
(-)-Dihydrocarveol,100,2-5,3377,180_1,Rep3
(-)-Dihydrocarveol,1000,2-5,3214,180_1,Rep3
(+)-Perillaaldehyde,10,2-13,3620,180_1,Rep3
(+)-Perillaaldehyde,100,2-13,3426,180_1,Rep3
(+)-Perillaaldehyde,1000,2-13,6872,180_1,Rep3
(-)-Perillaaldehyde,10,2-5,3439,180_1,Rep3
(-)-Perillaaldehyde,100,2-5,1997,180_1,Rep3
(-)-Perillaaldehyde,1000,2-5,6419,180_1,Rep3
Benzyl salicylate,10,2-1,1992,180_1,Rep3
Benzyl salicylate,100,2-1,1454,180_1,Rep3
Benzyl salicylate,1000,2-1,3002,180_1,Rep3
"(+)-Limonene oxide,mixture of cis and trans",10,2-5,4210,180_1,Rep3
"(+)-Limonene oxide,mixture of cis and trans",100,2-5,3088,180_1,Rep3
"(+)-Limonene oxide,mixture of cis and trans",1000,2-5,2970,180_1,Rep3
"(-)-Limonene oxide,mixture of cis and trans",10,2-6,3855,180_1,Rep3
"(-)-Limonene oxide,mixture of cis and trans",100,2-6,2143,180_1,Rep3
"(-)-Limonene oxide,mixture of cis and trans",1000,2-6,3777,180_1,Rep3
 (R)-(+)-Limonene,10,2-6,2554,180_1,Rep3
 (R)-(+)-Limonene,100,2-6,2185,180_1,Rep3
 (R)-(+)-Limonene,1000,2-6,3051,180_1,Rep3
(-)-Camphene,10,2-6,1686,180_1,Rep3
(-)-Camphene,100,2-6,1513,180_1,Rep3
(-)-Camphene,1000,2-6,3118,180_1,Rep3
(+)-Camphene,10,2-6,1281,180_1,Rep3
(+)-Camphene,100,2-6,887,180_1,Rep3
(+)-Camphene,1000,2-6,283,180_1,Rep3
"2,3-Diethyl-5-methylpyrazine",10,2-6,1781,180_1,Rep3
"2,3-Diethyl-5-methylpyrazine",100,2-6,1367,180_1,Rep3
"2,3-Diethyl-5-methylpyrazine",1000,2-6,882,180_1,Rep3
Ethyl disulfide,10,2-6,3066,180_1,Rep3
Ethyl disulfide,100,2-6,2618,180_1,Rep3
Ethyl disulfide,1000,2-6,3077,180_1,Rep3
Methyl disulfide,10,2-6,2160,180_1,Rep3
Methyl disulfide,100,2-6,1540,180_1,Rep3
Methyl disulfide,1000,2-6,2126,180_1,Rep3
Ethyl 2-methylbutyrate,10,2-13,4682,180_1,Rep3
Ethyl 2-methylbutyrate,100,2-13,3459,180_1,Rep3
Ethyl 2-methylbutyrate,1000,2-13,3580,180_1,Rep3
trans-2-Dodecenal,10,2-6,4265,180_1,Rep3
trans-2-Dodecenal,100,2-6,3233,180_1,Rep3
trans-2-Dodecenal,1000,2-6,8360,180_1,Rep3
Cedryl acetate,10,2-1,2643,180_1,Rep3
Cedryl acetate,100,2-1,1829,180_1,Rep3
Cedryl acetate,1000,2-1,45,180_1,Rep3
1-Octen-3-one,10,2-6,1974,180_1,Rep3
1-Octen-3-one,100,2-6,3553,180_1,Rep3
1-Octen-3-one,1000,2-6,3065,180_1,Rep3
2-Bromohexanoic acid,10,2-7,3737,180_1,Rep3
2-Bromohexanoic acid,100,2-7,3389,180_1,Rep3
2-Bromohexanoic acid,1000,2-7,3062,180_1,Rep3
6-Bromohexanoic acid,10,2-7,3336,180_1,Rep3
6-Bromohexanoic acid,100,2-7,2516,180_1,Rep3
6-Bromohexanoic acid,1000,2-7,1949,180_1,Rep3
2-Bromooctanoic acid,10,2-7,2256,180_1,Rep3
2-Bromooctanoic acid,100,2-7,3016,180_1,Rep3
2-Bromooctanoic acid,1000,2-7,1250,180_1,Rep3
Furfuryl methyl disulfide,10,2-7,1373,180_1,Rep3
Furfuryl methyl disulfide,100,2-7,2806,180_1,Rep3
Furfuryl methyl disulfide,1000,2-7,906,180_1,Rep3
Ethyl isovalerate,10,2-7,1107,180_1,Rep3
Ethyl isovalerate,100,2-7,1412,180_1,Rep3
Ethyl isovalerate,1000,2-7,1241,180_1,Rep3
Bis(2-methyl-3-furyl)disulphide),10,2-7,1900,180_1,Rep3
Bis(2-methyl-3-furyl)disulphide),100,2-7,8184,180_1,Rep3
Bis(2-methyl-3-furyl)disulphide),1000,2-7,4408,180_1,Rep3
Dimethyl trisulfide,10,2-7,1189,180_1,Rep3
Dimethyl trisulfide,100,2-7,2779,180_1,Rep3
Dimethyl trisulfide,1000,2-7,4299,180_1,Rep3
"trans-2,cis-6-Nonadienal",10,2-13,3657,180_1,Rep3
"trans-2,cis-6-Nonadienal",100,2-13,4776,180_1,Rep3
"trans-2,cis-6-Nonadienal",1000,2-13,8976,180_1,Rep3
trans-2-Nonenal,10,2-7,1875,180_1,Rep3
trans-2-Nonenal,100,2-7,2254,180_1,Rep3
trans-2-Nonenal,1000,2-7,18058,180_1,Rep3
Cinnamyl alcohol,10,2-1,1535,180_1,Rep3
Cinnamyl alcohol,100,2-1,2524,180_1,Rep3
Cinnamyl alcohol,1000,2-1,9046,180_1,Rep3
n-Decyl acetate,10,2-7,4033,180_1,Rep3
n-Decyl acetate,100,2-7,1961,180_1,Rep3
n-Decyl acetate,1000,2-7,1744,180_1,Rep3
Dimethyl anthranilate,10,2-8,1488,180_1,Rep3
Dimethyl anthranilate,100,2-8,1541,180_1,Rep3
Dimethyl anthranilate,1000,2-8,1043,180_1,Rep3
trans-2-Undecenal,10,2-8,2267,180_1,Rep3
trans-2-Undecenal,100,2-8,2408,180_1,Rep3
trans-2-Undecenal,1000,2-8,7859,180_1,Rep3
Neryl isobutyrate,10,2-8,1952,180_1,Rep3
Neryl isobutyrate,100,2-8,3662,180_1,Rep3
Neryl isobutyrate,1000,2-8,1006,180_1,Rep3
cis-4-Decenal,10,2-8,1502,180_1,Rep3
cis-4-Decenal,100,2-8,1341,180_1,Rep3
cis-4-Decenal,1000,2-8,1401,180_1,Rep3
Octyl formate,10,2-8,3262,180_1,Rep3
Octyl formate,100,2-8,6543,180_1,Rep3
Octyl formate,1000,2-8,3328,180_1,Rep3
(±)-2-Butanol,10,2-8,3975,180_1,Rep3
(±)-2-Butanol,100,2-8,3092,180_1,Rep3
(±)-2-Butanol,1000,2-8,2918,180_1,Rep3
2-Isopropyl-3-methoxypyrazine,10,2-8,3325,180_1,Rep3
2-Isopropyl-3-methoxypyrazine,100,2-8,4833,180_1,Rep3
2-Isopropyl-3-methoxypyrazine,1000,2-8,3744,180_1,Rep3
2-sec-Butyl-3-methoxypyrazine,10,2-13,346,180_1,Rep3
2-sec-Butyl-3-methoxypyrazine,100,2-13,1756,180_1,Rep3
2-sec-Butyl-3-methoxypyrazine,1000,2-13,6564,180_1,Rep3
cis-6-Nonenal,10,2-8,2729,180_1,Rep3
cis-6-Nonenal,100,2-8,2607,180_1,Rep3
cis-6-Nonenal,1000,2-8,3355,180_1,Rep3
Cinnamaldehyde,10,2-13,3249,180_1,Rep3
Cinnamaldehyde,100,2-13,17134,180_1,Rep3
Cinnamaldehyde,1000,2-13,3054,180_1,Rep3
beta-Damascone,10,2-8,4764,180_1,Rep3
beta-Damascone,100,2-8,1765,180_1,Rep3
beta-Damascone,1000,2-8,5766,180_1,Rep3
[Di]ethyl sulfide,10,2-9,612,180_1,Rep3
[Di]ethyl sulfide,100,2-9,2532,180_1,Rep3
[Di]ethyl sulfide,1000,2-9,2411,180_1,Rep3
Ethyl 2-methylpentanoate,10,2-9,2290,180_1,Rep3
Ethyl 2-methylpentanoate,100,2-9,1614,180_1,Rep3
Ethyl 2-methylpentanoate,1000,2-9,2602,180_1,Rep3
Farnesene,10,2-9,1526,180_1,Rep3
Farnesene,100,2-9,1203,180_1,Rep3
Farnesene,1000,2-9,1254,180_1,Rep3
"e,b,Farnesene",10,2-9,1631,180_1,Rep3
"e,b,Farnesene",100,2-9,1665,180_1,Rep3
"e,b,Farnesene",1000,2-9,1100,180_1,Rep3
trans-2-Methyl-2-butenal (2MB),10,2-9,1851,180_1,Rep3
trans-2-Methyl-2-butenal (2MB),100,2-9,4331,180_1,Rep3
trans-2-Methyl-2-butenal (2MB),1000,2-9,4354,180_1,Rep3
diacetyl,10,2-9,4799,180_1,Rep3
diacetyl,100,2-9,3489,180_1,Rep3
diacetyl,1000,2-9,3535,180_1,Rep3
galaxolide,10,2-9,4967,180_1,Rep3
galaxolide,100,2-9,3302,180_1,Rep3
galaxolide,1000,2-9,210,180_1,Rep3
isobutyraldehyde,10,2-13,2942,180_1,Rep3
isobutyraldehyde,100,2-13,2195,180_1,Rep3
isobutyraldehyde,1000,2-13,3209,180_1,Rep3
p-cymene,10,2-1,3274,180_1,Rep3
p-cymene,100,2-1,4e3,180_1,Rep3
p-cymene,1000,2-1,4264,180_1,Rep3
helional,10,2-9,7322,180_1,Rep3
helional,100,2-9,6152,180_1,Rep3
helional,1000,2-9,11425,180_1,Rep3
"1,9-nonanediol",10,2-9,5523,180_1,Rep3
"1,9-nonanediol",100,2-9,4784,180_1,Rep3
"1,9-nonanediol",1000,2-9,3374,180_1,Rep3
octanedioic acid (suberic acid),10,2-10,4777,180_1,Rep3
octanedioic acid (suberic acid),10,2-9,0,180_1,Rep3
octanedioic acid (suberic acid),100,2-10,2354,180_1,Rep3
octanedioic acid (suberic acid),1000,2-10,3063,180_1,Rep3
decanedioic acid (sebacic acid),10,2-10,5787,180_1,Rep3
decanedioic acid (sebacic acid),100,2-10,2117,180_1,Rep3
decanedioic acid (sebacic acid),1000,2-10,2942,180_1,Rep3
"Anisole (Methoxybenzene, Methyl phenyl ether)",10,2-10,2893,180_1,Rep3
