OR,Normalization,Norm_sd,Treatment,Concentration_uM,variable,Freq
30_1,0.011298483715187645,0.0044562638473825055,2-Coumaranone,1,rep1_freq,0.011336169916252576
30_1,0.011298483715187645,0.0044562638473825055,2-Coumaranone,10,rep1_freq,0.018500648956274835
30_1,0.011298483715187645,0.0044562638473825055,2-Coumaranone,30,rep1_freq,0.007093985465596926
30_1,0.011298483715187645,0.0044562638473825055,2-Coumaranone,100,rep1_freq,0.01028298728059321
30_1,0.011298483715187645,0.0044562638473825055,2-Coumaranone,1e3,rep1_freq,0.00854966819103944
30_1,0.011298483715187645,0.0044562638473825055,Acetophenone,1,rep1_freq,0.017683436853311866
30_1,0.011298483715187645,0.0044562638473825055,Acetophenone,10,rep1_freq,0.012891560836766316
30_1,0.011298483715187645,0.0044562638473825055,Acetophenone,30,rep1_freq,0.013783120633163273
30_1,0.011298483715187645,0.0044562638473825055,Acetophenone,100,rep1_freq,0.016361729843692715
30_1,0.011298483715187645,0.0044562638473825055,Acetophenone,1e3,rep1_freq,0.010518412763202731
30_1,0.011298483715187645,0.0044562638473825055,Decanoic_Acid,1,rep1_freq,0.018828351043942374
30_1,0.011298483715187645,0.0044562638473825055,Decanoic_Acid,10,rep1_freq,0.04559437861559142
30_1,0.011298483715187645,0.0044562638473825055,Decanoic_Acid,30,rep1_freq,0.07751578462098165
30_1,0.011298483715187645,0.0044562638473825055,Decanoic_Acid,100,rep1_freq,0.11247169006678454
30_1,0.011298483715187645,0.0044562638473825055,Decanoic_Acid,1e3,rep1_freq,0.14235716546711985
30_1,0.011298483715187645,0.0044562638473825055,DMSO,-999,rep1_freq,0.010920715343501695
30_1,0.011298483715187645,0.0044562638473825055,Forskolin,0.04,rep1_freq,0.007333955588913587
30_1,0.011298483715187645,0.0044562638473825055,Forskolin,0.2,rep1_freq,0.010960782264990481
30_1,0.011298483715187645,0.0044562638473825055,Forskolin,1,rep1_freq,0.018757521294053295
30_1,0.011298483715187645,0.0044562638473825055,Forskolin,5,rep1_freq,0.013109581869013684
30_1,0.011298483715187645,0.0044562638473825055,Forskolin,25,rep1_freq,0.014263915024237274
30_1,0.011298483715187645,0.0044562638473825055,Nothing,0,rep1_freq,0.009389531885044666
30_1,0.011298483715187645,0.0044562638473825055,Prenyl_Acetate,1,rep1_freq,0.006037190730254775
30_1,0.011298483715187645,0.0044562638473825055,Prenyl_Acetate,10,rep1_freq,0.0077584421236998255
30_1,0.011298483715187645,0.0044562638473825055,Prenyl_Acetate,30,rep1_freq,0.012906412403899841
30_1,0.011298483715187645,0.0044562638473825055,Prenyl_Acetate,100,rep1_freq,0.0063704778810491506
30_1,0.011298483715187645,0.0044562638473825055,Prenyl_Acetate,1e3,rep1_freq,0.008830275104169737
30_1,0.011298483715187645,0.0044562638473825055,Vanillic_Acid,1,rep1_freq,0.02278092221492353
30_1,0.011298483715187645,0.0044562638473825055,Vanillic_Acid,10,rep1_freq,0.009736704337510267
30_1,0.011298483715187645,0.0044562638473825055,Vanillic_Acid,30,rep1_freq,0.009832387543367778
30_1,0.011298483715187645,0.0044562638473825055,Vanillic_Acid,100,rep1_freq,0.006770078221560753
30_1,0.011298483715187645,0.0044562638473825055,Vanillic_Acid,1e3,rep1_freq,0.022272877954538164
9_1,0.017662466159447172,0.008685126164827984,2-Coumaranone,1,rep1_freq,0.013879513454897026
9_1,0.017662466159447172,0.008685126164827984,2-Coumaranone,10,rep1_freq,0.011077986766019149
9_1,0.017662466159447172,0.008685126164827984,2-Coumaranone,30,rep1_freq,0.027976645074646003
9_1,0.017662466159447172,0.008685126164827984,2-Coumaranone,100,rep1_freq,0.014561609916134761
9_1,0.017662466159447172,0.008685126164827984,2-Coumaranone,1e3,rep1_freq,0.009993810817315959
9_1,0.017662466159447172,0.008685126164827984,Acetophenone,1,rep1_freq,0.02045012112660461
9_1,0.017662466159447172,0.008685126164827984,Acetophenone,10,rep1_freq,0.03514865158700775
9_1,0.017662466159447172,0.008685126164827984,Acetophenone,30,rep1_freq,0.02371370008527955
9_1,0.017662466159447172,0.008685126164827984,Acetophenone,100,rep1_freq,0.01642413240932963
9_1,0.017662466159447172,0.008685126164827984,Acetophenone,1e3,rep1_freq,0.010178572912732267
9_1,0.017662466159447172,0.008685126164827984,Decanoic_Acid,1,rep1_freq,0.010427047793241178
9_1,0.017662466159447172,0.008685126164827984,Decanoic_Acid,10,rep1_freq,0.027441824016267775
9_1,0.017662466159447172,0.008685126164827984,Decanoic_Acid,30,rep1_freq,0.008436978850621318
9_1,0.017662466159447172,0.008685126164827984,Decanoic_Acid,100,rep1_freq,0.02524811301615167
9_1,0.017662466159447172,0.008685126164827984,Decanoic_Acid,1e3,rep1_freq,0.012766460862586608
9_1,0.017662466159447172,0.008685126164827984,DMSO,-999,rep1_freq,0.015938493689251054
9_1,0.017662466159447172,0.008685126164827984,Forskolin,0.04,rep1_freq,0.012842841975950143
9_1,0.017662466159447172,0.008685126164827984,Forskolin,0.2,rep1_freq,0.009411338968753742
9_1,0.017662466159447172,0.008685126164827984,Forskolin,1,rep1_freq,0.010783777447839338
9_1,0.017662466159447172,0.008685126164827984,Forskolin,5,rep1_freq,0.01969574089726436
9_1,0.017662466159447172,0.008685126164827984,Forskolin,25,rep1_freq,0.020478204132325463
9_1,0.017662466159447172,0.008685126164827984,Nothing,0,rep1_freq,0.0130923645066122
9_1,0.017662466159447172,0.008685126164827984,Prenyl_Acetate,1,rep1_freq,0.015002123691998792
9_1,0.017662466159447172,0.008685126164827984,Prenyl_Acetate,10,rep1_freq,0.016243173016667934
9_1,0.017662466159447172,0.008685126164827984,Prenyl_Acetate,30,rep1_freq,0.009642228235193059
9_1,0.017662466159447172,0.008685126164827984,Prenyl_Acetate,100,rep1_freq,0.013612638554191377
9_1,0.017662466159447172,0.008685126164827984,Prenyl_Acetate,1e3,rep1_freq,0.016434638607154828
9_1,0.017662466159447172,0.008685126164827984,Vanillic_Acid,1,rep1_freq,0.008401496132192338
9_1,0.017662466159447172,0.008685126164827984,Vanillic_Acid,10,rep1_freq,0.04446536379660626
9_1,0.017662466159447172,0.008685126164827984,Vanillic_Acid,30,rep1_freq,0.03651090467119547
9_1,0.017662466159447172,0.008685126164827984,Vanillic_Acid,100,rep1_freq,0.02394403744142649
9_1,0.017662466159447172,0.008685126164827984,Vanillic_Acid,1e3,rep1_freq,0.057568714956352504
8_1,0.010762828859208,0.005406333775032496,2-Coumaranone,1,rep1_freq,0.011458982052878899
8_1,0.010762828859208,0.005406333775032496,2-Coumaranone,10,rep1_freq,0.008183117682542717
8_1,0.010762828859208,0.005406333775032496,2-Coumaranone,30,rep1_freq,0.01228821804529038
8_1,0.010762828859208,0.005406333775032496,2-Coumaranone,100,rep1_freq,0.01405209252835762
8_1,0.010762828859208,0.005406333775032496,2-Coumaranone,1e3,rep1_freq,0.0036447409139359764
8_1,0.010762828859208,0.005406333775032496,Acetophenone,1,rep1_freq,0.012069267359858988
8_1,0.010762828859208,0.005406333775032496,Acetophenone,10,rep1_freq,0.006581924390143568
8_1,0.010762828859208,0.005406333775032496,Acetophenone,30,rep1_freq,0.010469187151214112
8_1,0.010762828859208,0.005406333775032496,Acetophenone,100,rep1_freq,0.011828629182782687
8_1,0.010762828859208,0.005406333775032496,Acetophenone,1e3,rep1_freq,0.006562233634356331
8_1,0.010762828859208,0.005406333775032496,Decanoic_Acid,1,rep1_freq,0.006994355272602684
8_1,0.010762828859208,0.005406333775032496,Decanoic_Acid,10,rep1_freq,0.011071571379485645
8_1,0.010762828859208,0.005406333775032496,Decanoic_Acid,30,rep1_freq,0.013602476106103756
8_1,0.010762828859208,0.005406333775032496,Decanoic_Acid,100,rep1_freq,0.008566471930209546
8_1,0.010762828859208,0.005406333775032496,Decanoic_Acid,1e3,rep1_freq,0.0065386226367435425
8_1,0.010762828859208,0.005406333775032496,DMSO,-999,rep1_freq,0.016752238267419395
8_1,0.010762828859208,0.005406333775032496,Forskolin,0.04,rep1_freq,0.006949055229994002
8_1,0.010762828859208,0.005406333775032496,Forskolin,0.2,rep1_freq,0.01343148173160482
8_1,0.010762828859208,0.005406333775032496,Forskolin,1,rep1_freq,0.010483707118855982
8_1,0.010762828859208,0.005406333775032496,Forskolin,5,rep1_freq,0.012259791693044381
8_1,0.010762828859208,0.005406333775032496,Forskolin,25,rep1_freq,0.016829629695108678
8_1,0.010762828859208,0.005406333775032496,Nothing,0,rep1_freq,0.012691299952548947
8_1,0.010762828859208,0.005406333775032496,Prenyl_Acetate,1,rep1_freq,0.0076362058822861375
8_1,0.010762828859208,0.005406333775032496,Prenyl_Acetate,10,rep1_freq,0.01250859791307783
8_1,0.010762828859208,0.005406333775032496,Prenyl_Acetate,30,rep1_freq,0.019688184512305116
8_1,0.010762828859208,0.005406333775032496,Prenyl_Acetate,100,rep1_freq,0.03260770677606427
8_1,0.010762828859208,0.005406333775032496,Prenyl_Acetate,1e3,rep1_freq,0.008178566087333375
8_1,0.010762828859208,0.005406333775032496,Vanillic_Acid,1,rep1_freq,0.0066738053888353984
8_1,0.010762828859208,0.005406333775032496,Vanillic_Acid,10,rep1_freq,0.013855201794368105
8_1,0.010762828859208,0.005406333775032496,Vanillic_Acid,30,rep1_freq,0.014620007140235728
8_1,0.010762828859208,0.005406333775032496,Vanillic_Acid,100,rep1_freq,0.010800192168149982
8_1,0.010762828859208,0.005406333775032496,Vanillic_Acid,1e3,rep1_freq,0.006977539984957743
25_1,0.034036549126625154,0.012194842167337178,2-Coumaranone,1,rep1_freq,0.03872763142422883
25_1,0.034036549126625154,0.012194842167337178,2-Coumaranone,10,rep1_freq,0.03103686051088222
25_1,0.034036549126625154,0.012194842167337178,2-Coumaranone,30,rep1_freq,0.031191265410887643
25_1,0.034036549126625154,0.012194842167337178,2-Coumaranone,100,rep1_freq,0.033530214381095186
25_1,0.034036549126625154,0.012194842167337178,2-Coumaranone,1e3,rep1_freq,0.026398583364852318
25_1,0.034036549126625154,0.012194842167337178,Acetophenone,1,rep1_freq,0.023834783012049814
25_1,0.034036549126625154,0.012194842167337178,Acetophenone,10,rep1_freq,0.04301561835808411
25_1,0.034036549126625154,0.012194842167337178,Acetophenone,30,rep1_freq,0.019224554526548872
25_1,0.034036549126625154,0.012194842167337178,Acetophenone,100,rep1_freq,0.054859655515551053
25_1,0.034036549126625154,0.012194842167337178,Acetophenone,1e3,rep1_freq,0.0222170302245067
25_1,0.034036549126625154,0.012194842167337178,Decanoic_Acid,1,rep1_freq,0.03830546143334128
25_1,0.034036549126625154,0.012194842167337178,Decanoic_Acid,10,rep1_freq,0.042435665329102965
25_1,0.034036549126625154,0.012194842167337178,Decanoic_Acid,30,rep1_freq,0.05403776645009532
25_1,0.034036549126625154,0.012194842167337178,Decanoic_Acid,100,rep1_freq,0.07205317920032461
25_1,0.034036549126625154,0.012194842167337178,Decanoic_Acid,1e3,rep1_freq,0.11413141832157234
25_1,0.034036549126625154,0.012194842167337178,DMSO,-999,rep1_freq,0.0287084576815233
25_1,0.034036549126625154,0.012194842167337178,Forskolin,0.04,rep1_freq,0.02948015999024919
25_1,0.034036549126625154,0.012194842167337178,Forskolin,0.2,rep1_freq,0.03305436558197141
25_1,0.034036549126625154,0.012194842167337178,Forskolin,1,rep1_freq,0.03221692584199422
25_1,0.034036549126625154,0.012194842167337178,Forskolin,5,rep1_freq,0.019248602979170446
25_1,0.034036549126625154,0.012194842167337178,Forskolin,25,rep1_freq,0.025119031702377097
25_1,0.034036549126625154,0.012194842167337178,Nothing,0,rep1_freq,0.036673474861257244
25_1,0.034036549126625154,0.012194842167337178,Prenyl_Acetate,1,rep1_freq,0.019885479625049118
25_1,0.034036549126625154,0.012194842167337178,Prenyl_Acetate,10,rep1_freq,0.027653160841935618
25_1,0.034036549126625154,0.012194842167337178,Prenyl_Acetate,30,rep1_freq,0.03706781772108405
25_1,0.034036549126625154,0.012194842167337178,Prenyl_Acetate,100,rep1_freq,0.043541824906008476
25_1,0.034036549126625154,0.012194842167337178,Prenyl_Acetate,1e3,rep1_freq,0.028524550435400572
25_1,0.034036549126625154,0.012194842167337178,Vanillic_Acid,1,rep1_freq,0.027229125986448426
25_1,0.034036549126625154,0.012194842167337178,Vanillic_Acid,10,rep1_freq,0.028283150902707402
25_1,0.034036549126625154,0.012194842167337178,Vanillic_Acid,30,rep1_freq,0.020752454352006965
25_1,0.034036549126625154,0.012194842167337178,Vanillic_Acid,100,rep1_freq,0.038273965064742704
25_1,0.034036549126625154,0.012194842167337178,Vanillic_Acid,1e3,rep1_freq,0.0312857565506892
19_1,0.017947805215673112,0.008785698484884955,2-Coumaranone,1,rep1_freq,0.009431275286452776
19_1,0.017947805215673112,0.008785698484884955,2-Coumaranone,10,rep1_freq,0.016032251534013428
19_1,0.017947805215673112,0.008785698484884955,2-Coumaranone,30,rep1_freq,0.02864476420681099
19_1,0.017947805215673112,0.008785698484884955,2-Coumaranone,100,rep1_freq,0.014226784204166926
19_1,0.017947805215673112,0.008785698484884955,2-Coumaranone,1e3,rep1_freq,0.008879757934188357
19_1,0.017947805215673112,0.008785698484884955,Acetophenone,1,rep1_freq,0.013435401887450266
19_1,0.017947805215673112,0.008785698484884955,Acetophenone,10,rep1_freq,0.014153096344877167
19_1,0.017947805215673112,0.008785698484884955,Acetophenone,30,rep1_freq,0.016515806639836025
19_1,0.017947805215673112,0.008785698484884955,Acetophenone,100,rep1_freq,0.00969356997277688
19_1,0.017947805215673112,0.008785698484884955,Acetophenone,1e3,rep1_freq,0.01228502589893643
19_1,0.017947805215673112,0.008785698484884955,Decanoic_Acid,1,rep1_freq,0.013385546736076101
19_1,0.017947805215673112,0.008785698484884955,Decanoic_Acid,10,rep1_freq,0.012152606842673172
19_1,0.017947805215673112,0.008785698484884955,Decanoic_Acid,30,rep1_freq,0.010836435640264774
19_1,0.017947805215673112,0.008785698484884955,Decanoic_Acid,100,rep1_freq,0.010123259482533755
19_1,0.017947805215673112,0.008785698484884955,Decanoic_Acid,1e3,rep1_freq,0.006352535674661159
19_1,0.017947805215673112,0.008785698484884955,DMSO,-999,rep1_freq,0.02809204146526645
19_1,0.017947805215673112,0.008785698484884955,Forskolin,0.04,rep1_freq,0.009847034182359375
19_1,0.017947805215673112,0.008785698484884955,Forskolin,0.2,rep1_freq,0.015067571527960061
19_1,0.017947805215673112,0.008785698484884955,Forskolin,1,rep1_freq,0.018319918730952567
19_1,0.017947805215673112,0.008785698484884955,Forskolin,5,rep1_freq,0.016047916759345124
19_1,0.017947805215673112,0.008785698484884955,Forskolin,25,rep1_freq,0.015941242703127367
19_1,0.017947805215673112,0.008785698484884955,Nothing,0,rep1_freq,0.013892843143322812
19_1,0.017947805215673112,0.008785698484884955,Prenyl_Acetate,1,rep1_freq,0.00824605754183219
19_1,0.017947805215673112,0.008785698484884955,Prenyl_Acetate,10,rep1_freq,0.01809254369750029
19_1,0.017947805215673112,0.008785698484884955,Prenyl_Acetate,30,rep1_freq,0.007758879869432633
19_1,0.017947805215673112,0.008785698484884955,Prenyl_Acetate,100,rep1_freq,0.011431315839026424
19_1,0.017947805215673112,0.008785698484884955,Prenyl_Acetate,1e3,rep1_freq,0.014833202882365977
19_1,0.017947805215673112,0.008785698484884955,Vanillic_Acid,1,rep1_freq,0.013683550644434645
19_1,0.017947805215673112,0.008785698484884955,Vanillic_Acid,10,rep1_freq,0.018294293659675227
19_1,0.017947805215673112,0.008785698484884955,Vanillic_Acid,30,rep1_freq,0.013751195240508605
19_1,0.017947805215673112,0.008785698484884955,Vanillic_Acid,100,rep1_freq,0.012324136918381282
19_1,0.017947805215673112,0.008785698484884955,Vanillic_Acid,1e3,rep1_freq,0.015088596044100192
5_1,0.01909843366270554,0.004956355598024947,2-Coumaranone,1,rep1_freq,0.017725885053066166
5_1,0.01909843366270554,0.004956355598024947,2-Coumaranone,10,rep1_freq,0.010925895667561743
5_1,0.01909843366270554,0.004956355598024947,2-Coumaranone,30,rep1_freq,0.020280902478227076
5_1,0.01909843366270554,0.004956355598024947,2-Coumaranone,100,rep1_freq,0.014703216047283214
5_1,0.01909843366270554,0.004956355598024947,2-Coumaranone,1e3,rep1_freq,0.023708008114706185
5_1,0.01909843366270554,0.004956355598024947,Acetophenone,1,rep1_freq,0.012563050924048606
5_1,0.01909843366270554,0.004956355598024947,Acetophenone,10,rep1_freq,0.014973877987576618
5_1,0.01909843366270554,0.004956355598024947,Acetophenone,30,rep1_freq,0.018530349047711666
5_1,0.01909843366270554,0.004956355598024947,Acetophenone,100,rep1_freq,0.013829968609280822
5_1,0.01909843366270554,0.004956355598024947,Acetophenone,1e3,rep1_freq,0.012510354495444022
5_1,0.01909843366270554,0.004956355598024947,Decanoic_Acid,1,rep1_freq,0.009063089892251235
5_1,0.01909843366270554,0.004956355598024947,Decanoic_Acid,10,rep1_freq,0.018335406322650908
5_1,0.01909843366270554,0.004956355598024947,Decanoic_Acid,30,rep1_freq,0.01634907652850813
5_1,0.01909843366270554,0.004956355598024947,Decanoic_Acid,100,rep1_freq,0.016078178889795174
5_1,0.01909843366270554,0.004956355598024947,Decanoic_Acid,1e3,rep1_freq,0.06834187564147245
5_1,0.01909843366270554,0.004956355598024947,DMSO,-999,rep1_freq,0.013376983619866644
5_1,0.01909843366270554,0.004956355598024947,Forskolin,0.04,rep1_freq,0.01146361568982163
5_1,0.01909843366270554,0.004956355598024947,Forskolin,0.2,rep1_freq,0.016434802331300537
5_1,0.01909843366270554,0.004956355598024947,Forskolin,1,rep1_freq,0.009083378916933657
5_1,0.01909843366270554,0.004956355598024947,Forskolin,5,rep1_freq,0.020567203574365766
5_1,0.01909843366270554,0.004956355598024947,Forskolin,25,rep1_freq,0.01643405439270904
5_1,0.01909843366270554,0.004956355598024947,Nothing,0,rep1_freq,0.0064880031358956905
5_1,0.01909843366270554,0.004956355598024947,Prenyl_Acetate,1,rep1_freq,0.016285424204637598
5_1,0.01909843366270554,0.004956355598024947,Prenyl_Acetate,10,rep1_freq,0.008871910104503427
5_1,0.01909843366270554,0.004956355598024947,Prenyl_Acetate,30,rep1_freq,0.012188077137825881
5_1,0.01909843366270554,0.004956355598024947,Prenyl_Acetate,100,rep1_freq,0.008016519658351123
5_1,0.01909843366270554,0.004956355598024947,Prenyl_Acetate,1e3,rep1_freq,0.014862677159509329
5_1,0.01909843366270554,0.004956355598024947,Vanillic_Acid,1,rep1_freq,0.014100476014793351
5_1,0.01909843366270554,0.004956355598024947,Vanillic_Acid,10,rep1_freq,0.0132236188024418
5_1,0.01909843366270554,0.004956355598024947,Vanillic_Acid,30,rep1_freq,0.017556824375999154
5_1,0.01909843366270554,0.004956355598024947,Vanillic_Acid,100,rep1_freq,0.02219057435182453
5_1,0.01909843366270554,0.004956355598024947,Vanillic_Acid,1e3,rep1_freq,0.014550354134660284
35_1,0.01748651340754669,0.008341236878066573,2-Coumaranone,1,rep1_freq,0.016862716064437178
35_1,0.01748651340754669,0.008341236878066573,2-Coumaranone,10,rep1_freq,0.010115085689974627
35_1,0.01748651340754669,0.008341236878066573,2-Coumaranone,30,rep1_freq,0.010026286101209925
35_1,0.01748651340754669,0.008341236878066573,2-Coumaranone,100,rep1_freq,0.013312299749740941
35_1,0.01748651340754669,0.008341236878066573,2-Coumaranone,1e3,rep1_freq,0.011315889007323866
35_1,0.01748651340754669,0.008341236878066573,Acetophenone,1,rep1_freq,0.015371631984605923
35_1,0.01748651340754669,0.008341236878066573,Acetophenone,10,rep1_freq,0.018488155474456845
35_1,0.01748651340754669,0.008341236878066573,Acetophenone,30,rep1_freq,0.0105963584135011
35_1,0.01748651340754669,0.008341236878066573,Acetophenone,100,rep1_freq,0.012437054197742587
35_1,0.01748651340754669,0.008341236878066573,Acetophenone,1e3,rep1_freq,0.010083454693714718
35_1,0.01748651340754669,0.008341236878066573,Decanoic_Acid,1,rep1_freq,0.018845286528863928
35_1,0.01748651340754669,0.008341236878066573,Decanoic_Acid,10,rep1_freq,0.012560506840864748
35_1,0.01748651340754669,0.008341236878066573,Decanoic_Acid,30,rep1_freq,0.019106785547160852
35_1,0.01748651340754669,0.008341236878066573,Decanoic_Acid,100,rep1_freq,0.01667853579162233
35_1,0.01748651340754669,0.008341236878066573,Decanoic_Acid,1e3,rep1_freq,0.007384007392320556
35_1,0.01748651340754669,0.008341236878066573,DMSO,-999,rep1_freq,0.02652656979410195
35_1,0.01748651340754669,0.008341236878066573,Forskolin,0.04,rep1_freq,0.009973730550503738
35_1,0.01748651340754669,0.008341236878066573,Forskolin,0.2,rep1_freq,0.013736018695256614
35_1,0.01748651340754669,0.008341236878066573,Forskolin,1,rep1_freq,0.01722591232320075
35_1,0.01748651340754669,0.008341236878066573,Forskolin,5,rep1_freq,0.015785565429851246
35_1,0.01748651340754669,0.008341236878066573,Forskolin,25,rep1_freq,0.025307979682014915
35_1,0.01748651340754669,0.008341236878066573,Nothing,0,rep1_freq,0.01262693156732892
35_1,0.01748651340754669,0.008341236878066573,Prenyl_Acetate,1,rep1_freq,0.01795257920689757
35_1,0.01748651340754669,0.008341236878066573,Prenyl_Acetate,10,rep1_freq,0.010861993771920854
35_1,0.01748651340754669,0.008341236878066573,Prenyl_Acetate,30,rep1_freq,0.014328050508955031
35_1,0.01748651340754669,0.008341236878066573,Prenyl_Acetate,100,rep1_freq,0.02304246914729535
35_1,0.01748651340754669,0.008341236878066573,Prenyl_Acetate,1e3,rep1_freq,0.016004532488840713
35_1,0.01748651340754669,0.008341236878066573,Vanillic_Acid,1,rep1_freq,0.011901869565347802
35_1,0.01748651340754669,0.008341236878066573,Vanillic_Acid,10,rep1_freq,0.009416109929060983
35_1,0.01748651340754669,0.008341236878066573,Vanillic_Acid,30,rep1_freq,0.013065466308156928
35_1,0.01748651340754669,0.008341236878066573,Vanillic_Acid,100,rep1_freq,0.015928002520424995
35_1,0.01748651340754669,0.008341236878066573,Vanillic_Acid,1e3,rep1_freq,0.016409249206004072
102_1,0.031066240891859782,0.010153418038452863,2-Coumaranone,1,rep1_freq,0.03185363580539938
102_1,0.031066240891859782,0.010153418038452863,2-Coumaranone,10,rep1_freq,0.02979238537418007
102_1,0.031066240891859782,0.010153418038452863,2-Coumaranone,30,rep1_freq,0.02946922771502132
102_1,0.031066240891859782,0.010153418038452863,2-Coumaranone,100,rep1_freq,0.023721012100045392
102_1,0.031066240891859782,0.010153418038452863,2-Coumaranone,1e3,rep1_freq,0.018730873706288897
102_1,0.031066240891859782,0.010153418038452863,Acetophenone,1,rep1_freq,0.029209542292562275
102_1,0.031066240891859782,0.010153418038452863,Acetophenone,10,rep1_freq,0.02902119340475505
102_1,0.031066240891859782,0.010153418038452863,Acetophenone,30,rep1_freq,0.020677299181615524
102_1,0.031066240891859782,0.010153418038452863,Acetophenone,100,rep1_freq,0.02918657141360755
102_1,0.031066240891859782,0.010153418038452863,Acetophenone,1e3,rep1_freq,0.018403066685259355
102_1,0.031066240891859782,0.010153418038452863,Decanoic_Acid,1,rep1_freq,0.022637532421683152
102_1,0.031066240891859782,0.010153418038452863,Decanoic_Acid,10,rep1_freq,0.01785516937896723
102_1,0.031066240891859782,0.010153418038452863,Decanoic_Acid,30,rep1_freq,0.03047504523281535
102_1,0.031066240891859782,0.010153418038452863,Decanoic_Acid,100,rep1_freq,0.01959130186359063
102_1,0.031066240891859782,0.010153418038452863,Decanoic_Acid,1e3,rep1_freq,0.015319241455826728
102_1,0.031066240891859782,0.010153418038452863,DMSO,-999,rep1_freq,0.02870469904605832
102_1,0.031066240891859782,0.010153418038452863,Forskolin,0.04,rep1_freq,0.02163300392277616
102_1,0.031066240891859782,0.010153418038452863,Forskolin,0.2,rep1_freq,0.028620103517083377
102_1,0.031066240891859782,0.010153418038452863,Forskolin,1,rep1_freq,0.02158318355864656
102_1,0.031066240891859782,0.010153418038452863,Forskolin,5,rep1_freq,0.04016941051937579
102_1,0.031066240891859782,0.010153418038452863,Forskolin,25,rep1_freq,0.046249161612400294
102_1,0.031066240891859782,0.010153418038452863,Nothing,0,rep1_freq,0.024086979843617833
102_1,0.031066240891859782,0.010153418038452863,Prenyl_Acetate,1,rep1_freq,0.041071294725294194
102_1,0.031066240891859782,0.010153418038452863,Prenyl_Acetate,10,rep1_freq,0.031464647391609486
102_1,0.031066240891859782,0.010153418038452863,Prenyl_Acetate,30,rep1_freq,0.02542627668255809
102_1,0.031066240891859782,0.010153418038452863,Prenyl_Acetate,100,rep1_freq,0.02000215804963091
102_1,0.031066240891859782,0.010153418038452863,Prenyl_Acetate,1e3,rep1_freq,0.03212368716657224
102_1,0.031066240891859782,0.010153418038452863,Vanillic_Acid,1,rep1_freq,0.026225805580801037
102_1,0.031066240891859782,0.010153418038452863,Vanillic_Acid,10,rep1_freq,0.023564289385083113
102_1,0.031066240891859782,0.010153418038452863,Vanillic_Acid,30,rep1_freq,0.024136992662533985
102_1,0.031066240891859782,0.010153418038452863,Vanillic_Acid,100,rep1_freq,0.01876775737773159
102_1,0.031066240891859782,0.010153418038452863,Vanillic_Acid,1e3,rep1_freq,0.022545563425214674
23_1_2,0.014979821160571883,0.007645036624694779,2-Coumaranone,1,rep1_freq,0.025451726555729273
23_1_2,0.014979821160571883,0.007645036624694779,2-Coumaranone,10,rep1_freq,0.023572064975783603
23_1_2,0.014979821160571883,0.007645036624694779,2-Coumaranone,30,rep1_freq,0.02513320203405158
23_1_2,0.014979821160571883,0.007645036624694779,2-Coumaranone,100,rep1_freq,0.025463958592779147
23_1_2,0.014979821160571883,0.007645036624694779,2-Coumaranone,1e3,rep1_freq,0.016048894543203934
23_1_2,0.014979821160571883,0.007645036624694779,Acetophenone,1,rep1_freq,0.025616892784625075
23_1_2,0.014979821160571883,0.007645036624694779,Acetophenone,10,rep1_freq,0.018088538636483843
23_1_2,0.014979821160571883,0.007645036624694779,Acetophenone,30,rep1_freq,0.026246652403536855
23_1_2,0.014979821160571883,0.007645036624694779,Acetophenone,100,rep1_freq,0.025081374059922064
23_1_2,0.014979821160571883,0.007645036624694779,Acetophenone,1e3,rep1_freq,0.015951232981457487
23_1_2,0.014979821160571883,0.007645036624694779,Decanoic_Acid,1,rep1_freq,0.02735211087792251
23_1_2,0.014979821160571883,0.007645036624694779,Decanoic_Acid,10,rep1_freq,0.049703518991462234
23_1_2,0.014979821160571883,0.007645036624694779,Decanoic_Acid,30,rep1_freq,0.0947438288276404
23_1_2,0.014979821160571883,0.007645036624694779,Decanoic_Acid,100,rep1_freq,0.02974664938742894
23_1_2,0.014979821160571883,0.007645036624694779,Decanoic_Acid,1e3,rep1_freq,0.06748050403348287
23_1_2,0.014979821160571883,0.007645036624694779,DMSO,-999,rep1_freq,0.01969900847196434
23_1_2,0.014979821160571883,0.007645036624694779,Forskolin,0.04,rep1_freq,0.06952102357835449
23_1_2,0.014979821160571883,0.007645036624694779,Forskolin,0.2,rep1_freq,0.032754925471267765
23_1_2,0.014979821160571883,0.007645036624694779,Forskolin,1,rep1_freq,0.018229272485738846
23_1_2,0.014979821160571883,0.007645036624694779,Forskolin,5,rep1_freq,0.01594867951731918
23_1_2,0.014979821160571883,0.007645036624694779,Forskolin,25,rep1_freq,0.009663970935159904
23_1_2,0.014979821160571883,0.007645036624694779,Nothing,0,rep1_freq,0.017999216026077448
23_1_2,0.014979821160571883,0.007645036624694779,Prenyl_Acetate,1,rep1_freq,0.02937736076189438
23_1_2,0.014979821160571883,0.007645036624694779,Prenyl_Acetate,10,rep1_freq,0.03597270692456473
23_1_2,0.014979821160571883,0.007645036624694779,Prenyl_Acetate,30,rep1_freq,0.022732250998582657
23_1_2,0.014979821160571883,0.007645036624694779,Prenyl_Acetate,100,rep1_freq,0.027034860964478925
23_1_2,0.014979821160571883,0.007645036624694779,Prenyl_Acetate,1e3,rep1_freq,0.03992454585051301
